iso3,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total,area
SAU,215,Saudi Arabia,State,air_pollution_pm25_1998-2023,8868810.05491035,9337856.995743196,32986953.00129721,1929891.824896628
SDN,280,Sudan,State,air_pollution_pm25_1998-2023,23017876.672549967,23464053.821123067,49865909.172933295,1850344.215236803
SEN,278,Senegal,State,air_pollution_pm25_1998-2023,7979316.040024136,8270845.118411525,18125219.403824627,197515.81325929103
SLE,221,Sierra Leone,State,air_pollution_pm25_1998-2023,3750075.281026158,3843554.251305169,8475710.84991038,72722.06718550812
SLV,75,El Salvador,State,air_pollution_pm25_1998-2023,1890646.6739745403,1913990.3562425305,6298205.349703249,20866.99108236562
SMR,213,San Marino,State,air_pollution_pm25_1998-2023,5134.854386489199,5134.854386489199,32559.09751354667,60.818159851656304
SOM,226,Somalia,State,air_pollution_pm25_1998-2023,7988935.401905009,9019740.484482087,17745145.825033713,635467.6865730727
SRB,2648,Serbia,State,air_pollution_pm25_1998-2023,1176118.6710847502,1176150.825566786,8447227.708104627,88279.92400210608
SSD,287,South Sudan,State,air_pollution_pm25_1998-2023,5562673.8104712535,5568108.033078,11795044.308237383,632419.4956147211
SVK,223,Slovakia,State,air_pollution_pm25_1998-2023,1042779.480795335,1043142.8692212112,5519449.023483421,48874.9010868696
SVN,224,Slovenia,State,air_pollution_pm25_1998-2023,375673.5819081437,375673.5819081437,2111647.805266223,20218.890159001767
SWE,236,Sweden,State,air_pollution_pm25_1998-2023,1905006.028253044,2075466.956284257,10107631.546174591,446533.9254203534
SWZ,235,Eswatini,State,air_pollution_pm25_1998-2023,493190.75207737455,493249.9917045235,1236391.7812091997,17400.85315187086
SYR,238,Syrian Arab Republic,State,air_pollution_pm25_1998-2023,8924186.7906862,8929443.803054532,24156884.259887222,187499.59215600757
TCD,50,Chad,State,air_pollution_pm25_1998-2023,10558721.26971672,10563114.843832964,19892914.389687844,1273900.434577821
TGO,243,Togo,State,air_pollution_pm25_1998-2023,4106081.5288142497,4352983.95972355,9371853.756197968,56908.31004639232
THA,240,Thailand,State,air_pollution_pm25_1998-2023,12619663.82758567,13239540.433464188,71226166.65231337,517237.38550452713
TJK,239,Tajikistan,State,air_pollution_pm25_1998-2023,4359061.278740224,4387147.841555221,10514845.52782798,141244.90114285456
TKM,250,Turkmenistan,State,air_pollution_pm25_1998-2023,2706144.4679059004,2721095.345029948,7503147.447041797,554693.6160128624
TLS,242,Timor-Leste,State,air_pollution_pm25_1998-2023,517010.65498668735,566005.349724613,1365431.7307479528,14951.833947859335
TUN,248,Tunisia,State,air_pollution_pm25_1998-2023,2721276.54382107,3505061.870340183,12121914.034935754,155214.73609152212
TUR,249,Republic of Türkiye,State,air_pollution_pm25_1998-2023,21635956.82396601,22274942.83839628,85385396.180427,779430.4450348342
TZA,257,United Republic of Tanzania,State,air_pollution_pm25_1998-2023,31217822.435794394,33009939.060595352,66805778.45477117,944404.6160923945
UGA,253,Uganda,State,air_pollution_pm25_1998-2023,24570449.00361648,25129259.248308297,49309225.09216296,242577.1576193577
UKR,254,Ukraine,State,air_pollution_pm25_1998-2023,6250203.719765694,6430335.640520838,37050642.900068894,598646.4031487926
RUS,204,Russian Federation,State,air_pollution_pm25_1998-2023,28825228.01560058,29912260.31259292,144499514.6206249,16908645.386554796
UZB,261,Uzbekistan,State,air_pollution_pm25_1998-2023,12793438.437729292,12807240.684927745,35871507.22492246,448270.14854284143
VAT,110,Holy See,State,air_pollution_pm25_1998-2023,20.176179152844,20.176179152844,538.4265931403941,0.5530660773456951
VNM,264,Viet Nam,State,air_pollution_pm25_1998-2023,24377287.6059252,28020535.46063945,100066740.29425308,328668.5895646629
YEM,269,Yemen,State,air_pollution_pm25_1998-2023,17992998.76250804,18647028.1619601,39243002.16110872,454500.66968822526
ZAF,227,South Africa,State,air_pollution_pm25_1998-2023,18454774.96273597,19551218.440278165,62854816.415889084,1221330.6746191955
ZMB,270,Zambia,State,air_pollution_pm25_1998-2023,10065017.010586709,10196835.653076608,20958246.57305305,753737.8080043888
ZWE,271,Zimbabwe,State,air_pollution_pm25_1998-2023,7943717.018522921,7945012.017134825,16496124.651762815,392243.763736906
USA,259,United States of America,State,air_pollution_pm25_1998-2023,71505200.07087876,72972650.627378,341973878.8098228,9484514.886730747
COK,60,Cook Islands,Territory,air_pollution_pm25_1998-2023,0.0,3888.451219996592,11316.908955068631,253.94156152336623
NIU,183,Niue,Territory,air_pollution_pm25_1998-2023,0.0,327.6434551140404,1670.7858515600062,267.0024157379165
CXR,54,Christmas Island,Territory,air_pollution_pm25_1998-2023,1.4389030029415153,140.6114693391031,811.4187892529109,137.72987439150666
AUS,16,Ashmore and Cartier Islands,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,2.072178170990595
CCK,56,Cocos (Keeling) Islands,Territory,air_pollution_pm25_1998-2023,0.0,83.37301648419765,0.0,18.10310679413769
NFK,184,Norfolk Island,Territory,air_pollution_pm25_1998-2023,0.0,414.3510867077458,2167.918484518113,38.21396866113152
FRO,82,Faroe Islands,Territory,air_pollution_pm25_1998-2023,4342.84041393316,10615.136152522731,45318.06391283055,1407.941537010647
ESP,1006,Canary Islands,Territory,air_pollution_pm25_1998-2023,107915.98728540292,310648.56691154774,2075160.502232588,7475.4747523686065
ALA,1000,Åland Islands,Territory,air_pollution_pm25_1998-2023,0.0,0.0,24356.800147148235,1182.4449609622586
ATF,25,Bassas da India,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,1.05489679633797
SPM,210,Saint Pierre et Miquelon,Territory,air_pollution_pm25_1998-2023,39.56012956074931,439.2365161210517,2567.490641200802,227.4317988160097
ATF,88,French Southern Territories,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,7545.445540588663
ATF,131,Juan de Nova Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,5.1529964867062725
xFR,247,Tromelin Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,1.4027345682003225
REU,206,Réunion,Territory,air_pollution_pm25_1998-2023,155451.67725847746,224527.03551220748,852375.2411751292,2511.2870815682068
ATF,80,Europa Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,34.90024266094143
WLF,266,Wallis and Futuna,Territory,air_pollution_pm25_1998-2023,89.84204692988126,2144.5617278896857,10476.772545349875,147.9502592523322
xFR,1013,Glorioso Islands,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,5.175995505547052
GGY,104,Guernsey,Territory,air_pollution_pm25_1998-2023,6287.043910433888,10821.840206980904,60723.66183936328,79.85937416880729
MYT,161,Mayotte,Territory,air_pollution_pm25_1998-2023,17897.857230874062,147632.99054291303,277288.2751140858,387.65240654218326
IMN,120,Isle of Man,Territory,air_pollution_pm25_1998-2023,7316.634257042517,14797.878542407976,81492.96328064777,570.842159926398
IOT,38,Chagos Archipelagio,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,54.47240283425501
JEY,128,Jersey,Territory,air_pollution_pm25_1998-2023,9999.24885137772,17124.35502786672,93021.7992296491,119.48400079235354
xUK,1015,Akrotiri,Territory,air_pollution_pm25_1998-2023,564.3860804538306,1854.3849790472768,11189.13798728377,124.49298500978186
xUK,1016,Dekelia,Territory,air_pollution_pm25_1998-2023,1410.9106385684784,1565.543027738413,11354.755529726172,129.8283603123173
PRT,1009,Madeira Islands,Territory,air_pollution_pm25_1998-2023,7018.575229859188,39285.658622135634,242439.5760517241,819.7729334025119
SJM,234,Svalbard and Jan Mayen Islands,Territory,air_pollution_pm25_1998-2023,0.0,2.010558001638856,7.739739894880897,61632.97450522548
UMI,190,Palmyra Atoll,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,3.1949053403718293
PRT,1008,Azores Islands,Territory,air_pollution_pm25_1998-2023,32312.823624516896,40677.28298882895,219792.012324196,2407.5844082816325
UMI,127,Jarvis Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,4.79513108467015
UMI,112,Howland Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,2.3065881924277747
UMI,22,Baker Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,1.769700524314221
UMI,164,Midway Islands,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,6.686700660818622
UMI,134,Kingman Reef,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,0.6108099083862368
MNP,185,Northern Mariana Is. (USA),Territory,air_pollution_pm25_1998-2023,0.0,12205.096576654669,41878.494703674914,479.4018548275545
UMI,129,Johnston Atoll,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,2.630140272174739
UMI,265,Wake Island,Territory,air_pollution_pm25_1998-2023,0.0,0.0,0.0,8.252042741932266
PCN,197,Pitcairn,Non-Self Governing Territory,air_pollution_pm25_1998-2023,1.6898160055279732,5.132757997140288,20.357013451585583,53.393323719307205
PYF,87,French Polynesia,Non-Self Governing Territory,air_pollution_pm25_1998-2023,1073.0711446191167,65454.89101773392,234407.3198617399,3793.492092240512
FLK,81,Falkland Islands (Malvinas),Non-Self Governing Territory,air_pollution_pm25_1998-2023,88.50448114570895,208.06830858066655,1805.9056556603384,11990.025812600989
BOL,33,Bolivia (Plurinational State of),State,air_pollution_pm25_1998-2023,4389855.616026406,4394806.995631343,12311327.341311123,1087577.4524931756
BLZ,28,Belize,State,air_pollution_pm25_1998-2023,106903.87746569575,133344.08516904924,403465.63457591634,22224.57502367604
SUR,233,Suriname,State,air_pollution_pm25_1998-2023,195106.74300543952,195175.26057338997,630537.7498989897,145501.4173913337
PRY,194,Paraguay,State,air_pollution_pm25_1998-2023,2342568.40988425,2361024.731337233,7007412.950467329,400187.3997000028
