iso3,wfp_id,adm0_name,type,hazard,child_population_exposed,child_population_total,population_total,area
xAC,2,Aksai Chin,Sovereignty unsettled,drought_spei_copernicus_1940-2024,3077.6021801120078,3438.91839999501,13407.303098457278,30447.311975470024
xJK,285,Jammu and Kashmir,Sovereignty unsettled,drought_spei_copernicus_1940-2024,2176274.4746221984,4724934.213641164,14458628.61989611,186102.46887582933
xJL,1014,Sovereignty unsettled,Sovereignty unsettled,drought_spei_copernicus_1940-2024,0.0,42824.561327496536,120938.25051955314,79.631284206211
xPI,193,Paracel Islands,Sovereignty unsettled,drought_spei_copernicus_1940-2024,0.0,86.75689410067656,419.4017738491881,5.36346025680739
xSI,230,Spratly Islands,Sovereignty unsettled,drought_spei_copernicus_1940-2024,0.0,0.0,0.0,423.0179234495226
xSR,216,Scarborough Reef,Sovereignty unsettled,drought_spei_copernicus_1940-2024,0.0,0.0,0.0,8.86302384076685
MAC,149,Macao,Special Region or Province,drought_spei_copernicus_1940-2024,108701.81989625296,108701.81989625296,601629.2509929778,34.439080811785814
xxx,52,China/India,Sovereignty unsettled,drought_spei_copernicus_1940-2024,0.0,732.1433377661688,1582.9671273762306,3562.3658314013624
HKG,281,Hong Kong,Special Region or Province,drought_spei_copernicus_1940-2024,809442.5101793043,809442.5960541784,6411027.602478379,1084.8957594976969
TWN,288,Taiwan,Special Region or Province,drought_spei_copernicus_1940-2024,3206607.791174857,3311340.06439265,23059969.365839865,36210.78262000028
MUS,160,Mauritius,State,drought_spei_copernicus_1940-2024,0.0,241252.5002748477,1250557.0516809418,2017.4886427642025
TUV,252,Tuvalu,State,drought_spei_copernicus_1940-2024,0.0,1057.8208085034776,3724.557499474393,29.66837240783377
KIR,135,Kiribati,State,drought_spei_copernicus_1940-2024,0.0,46429.11075824543,64108.50708895382,1006.5358281370414
MHL,157,Marshall Islands,State,drought_spei_copernicus_1940-2024,0.0,14877.589926312074,13860.333306343018,186.68648569009005
BHR,21,Bahrain,State,drought_spei_copernicus_1940-2024,350943.5601687924,351371.9022417832,1559487.258334337,790.9579584007078
FSM,163,Micronesia (Federated States of),State,drought_spei_copernicus_1940-2024,0.0,37991.46713810709,95360.2642144243,717.0545567858701
WSM,212,Samoa,State,drought_spei_copernicus_1940-2024,73286.10939056723,96145.92757028191,198106.55561143183,2887.9415658046646
MDV,154,Maldives,State,drought_spei_copernicus_1940-2024,0.0,119246.1257247496,235630.24717170815,197.1131651169335
PLW,189,Palau,State,drought_spei_copernicus_1940-2024,410.3335398301723,3752.391871753776,11916.966017979152,469.4384435108686
TON,245,Tonga,State,drought_spei_copernicus_1940-2024,0.0,43452.2968283992,90668.23597512695,723.96107895191
COM,58,Comoros,State,drought_spei_copernicus_1940-2024,0.0,371952.0489351868,802081.9501402348,1659.299068326589
CPV,47,Cape Verde,State,drought_spei_copernicus_1940-2024,0.0,164798.71469963298,501391.8977500117,4078.153153027569
SGP,222,Singapore,State,drought_spei_copernicus_1940-2024,870627.8539160412,870627.8539160412,5795190.409203142,747.9141749864709
VUT,277,Vanuatu,State,drought_spei_copernicus_1940-2024,40311.90026106677,142171.5434806893,280152.915540792,12269.734845259614
FJI,276,Fiji,State,drought_spei_copernicus_1940-2024,22.1084741811688,295252.6335831447,879196.7793796825,18865.96852642295
STP,214,Sao Tome and Principe,State,drought_spei_copernicus_1940-2024,99909.82232712844,104882.39297816402,216425.21663955483,999.9585201304658
NRU,173,Nauru,State,drought_spei_copernicus_1940-2024,0.0,5079.364073097959,8654.73962886754,21.6918449842264
SLB,225,Solomon Islands,State,drought_spei_copernicus_1940-2024,97905.66321958388,347161.46580266824,698704.4064826433,28281.265013409316
AFG,1,Afghanistan,State,drought_spei_copernicus_1940-2024,5001595.598126454,20939927.496658742,42006990.539788574,642025.9078794909
AGO,8,Angola,State,drought_spei_copernicus_1940-2024,15824476.42437967,18709836.92314364,36705526.6430082,1251863.563263454
ALB,3,Albania,State,drought_spei_copernicus_1940-2024,57961.09556855886,574038.0505175642,2785087.9997727955,28628.314263722616
SYC,220,Seychelles,State,drought_spei_copernicus_1940-2024,0.0,30312.675349960988,109848.01660768127,501.426576015133
AND,7,Andorra,State,drought_spei_copernicus_1940-2024,45.734633984509856,12304.924942536496,81418.74147483188,463.6885378136676
ARE,255,United Arab Emirates,State,drought_spei_copernicus_1940-2024,0.0,2031447.7012183263,10654430.703493768,71277.59134875023
ARM,13,Armenia,State,drought_spei_copernicus_1940-2024,72943.92830750925,692305.7649314527,2985307.448081244,29681.54773318905
AUT,18,Austria,State,drought_spei_copernicus_1940-2024,532936.8779708003,1562150.013531782,9130600.381000314,83700.17994265241
AZE,19,Azerbaijan,State,drought_spei_copernicus_1940-2024,1903037.8121956773,2747050.551596869,10305347.07231456,164178.97014582678
BDI,43,Burundi,State,drought_spei_copernicus_1940-2024,619241.2522979282,7250336.507113608,13877839.51055262,26963.24985419607
BEL,27,Belgium,State,drought_spei_copernicus_1940-2024,2097512.4087608885,2300200.967760968,11730335.285806254,30553.047616360323
BEN,29,Benin,State,drought_spei_copernicus_1940-2024,3537805.654451738,6896624.155167938,14286070.048997458,115732.47742187616
BFA,42,Burkina Faso,State,drought_spei_copernicus_1940-2024,18394.0309510082,11453005.340204278,23295774.938637994,274290.34740471427
BGD,23,Bangladesh,State,drought_spei_copernicus_1940-2024,51014589.52929998,58945359.854905605,172282053.34904954,140022.5530244271
BGR,41,Bulgaria,State,drought_spei_copernicus_1940-2024,638542.033030447,1180648.3503514074,6741985.340096511,110889.0805535334
AUS,17,Australia,State,drought_spei_copernicus_1940-2024,1708333.1670006288,5528342.125710133,25513814.518884607,7702017.710132445
BIH,34,Bosnia and Herzegovina,State,drought_spei_copernicus_1940-2024,65172.2028560464,515900.2682900799,3178220.9781453223,51096.47612528879
BRA,37,Brazil,State,drought_spei_copernicus_1940-2024,22934901.259704065,49906109.46469162,207339669.400336,8514806.17016834
BRN,40,Brunei Darussalam,State,drought_spei_copernicus_1940-2024,0.0,114778.39665357309,452552.1935456375,5924.986455325377
BLR,26,Belarus,State,drought_spei_copernicus_1940-2024,178274.41035814403,1792218.359636827,9086125.035881724,206764.72441017028
BTN,31,Bhutan,State,drought_spei_copernicus_1940-2024,13143.393878680035,208366.5742227184,789279.2014167488,38753.11920426533
BWA,35,Botswana,State,drought_spei_copernicus_1940-2024,3722.441210334249,937762.278315938,2460012.0798487505,579525.9764854849
CAF,49,Central African Republic,State,drought_spei_copernicus_1940-2024,1920634.212140415,2934123.2070428585,5180632.931148907,622463.9100744314
CHE,237,Switzerland,State,drought_spei_copernicus_1940-2024,1531397.9557613982,1593960.862397689,8906052.082603708,41181.70939615641
CHN,53,China,State,drought_spei_copernicus_1940-2024,64472448.61470732,279052029.86104435,1408196199.1885152,9344036.317725817
CIV,66,Côte d'Ivoire,State,drought_spei_copernicus_1940-2024,8668267.153084576,15023795.128891736,31498581.02338414,323058.62077063817
CMR,45,Cameroon,State,drought_spei_copernicus_1940-2024,13393576.983699163,13770790.335552186,28665192.916732945,466922.0754557269
COD,68,Democratic Republic of the Congo,State,drought_spei_copernicus_1940-2024,11410611.954682842,56518034.8240952,107520679.36553958,2340088.019952181
COG,59,Congo,State,drought_spei_copernicus_1940-2024,2366287.4994711657,2955038.354785084,6206506.644251352,343919.6394265768
CYP,64,Cyprus,State,drought_spei_copernicus_1940-2024,0.0,253506.5784821285,1306885.8992871277,8993.210057517636
CZE,65,Czechia,State,drought_spei_copernicus_1940-2024,85497.86565442663,2026392.149701572,10797115.170909977,78611.6859537302
DEU,93,Germany,State,drought_spei_copernicus_1940-2024,2803559.126910897,14044142.055686995,84410388.54353914,356493.7969732728
DJI,70,Djibouti,State,drought_spei_copernicus_1940-2024,0.0,409779.4402882336,1121101.3562784237,21758.875636983776
DNK,69,Denmark,State,drought_spei_copernicus_1940-2024,326598.61731409706,1128654.178546772,5805348.825645145,42922.16680705659
DZA,4,Algeria,State,drought_spei_copernicus_1940-2024,2658273.095604416,16139589.603391144,45535929.88414952,2311380.979304349
EGY,284,Egypt,State,drought_spei_copernicus_1940-2024,12320.701769020963,43437953.591449335,114593975.80522698,982488.77150487
ERI,77,Eritrea,State,drought_spei_copernicus_1940-2024,57839.23013141947,1606584.499666615,3486964.7724528024,121294.54508134222
ESP,229,Spain,State,drought_spei_copernicus_1940-2024,572707.5891245283,7175342.692773336,44022725.33000858,497699.689187152
EST,78,Estonia,State,drought_spei_copernicus_1940-2024,14153.633166247982,264505.7840974989,1355890.3274222582,45131.91921091455
ETH,79,Ethiopia,State,drought_spei_copernicus_1940-2024,9658314.601641737,60017167.31716954,130475844.22602253,1133677.2361163718
FIN,84,Finland,State,drought_spei_copernicus_1940-2024,131393.2149844875,991544.3563497256,5481231.539931241,333448.6332360159
FRA,85,France,State,drought_spei_copernicus_1940-2024,10995935.66095855,13297196.415617146,65606885.74593915,547736.3246348397
GAB,89,Gabon,State,drought_spei_copernicus_1940-2024,614150.7617164981,1061384.324698356,2481901.429977897,264132.08061689424
GBR,256,United Kingdom of Great Britain & Northern Ireland,State,drought_spei_copernicus_1940-2024,13755007.61907438,13877638.68001792,67093213.510258585,243329.36648943552
GEO,92,Georgia,State,drought_spei_copernicus_1940-2024,263289.24018251646,936649.800456076,3789540.2679977566,69570.66540794414
GHA,94,Ghana,State,drought_spei_copernicus_1940-2024,6484093.758468244,14402609.609146208,33944101.02159335,239787.5906303
GIN,106,Guinea,State,drought_spei_copernicus_1940-2024,929507.04952486,6962287.36771465,14521541.651037283,245763.13279350716
GMB,90,Gambia,State,drought_spei_copernicus_1940-2024,31428.04853154278,1289237.894744835,2704730.2334902566,10665.67684317738
GNB,105,Guinea-Bissau,State,drought_spei_copernicus_1940-2024,742.6690304199855,991855.9531200428,2159573.759235356,33852.05012984999
