system:index,pop_child_total,pop_exposed_agricultural_drought_fao_1984-2023,pop_exposed_air_pollution_pm25_1998-2023,pop_exposed_coastal_flood_100yr_jrc_2024,pop_exposed_drought_spei_terraclimate_1958-2025,pop_exposed_drought_spi_terraclimate_1958-2025,pop_exposed_drought_topic,pop_exposed_extreme_heat_ecmwf_2014-2024,pop_exposed_fire_FRP_nasa_2001-2024,pop_exposed_fire_frequency_nasa_2001-2023,pop_exposed_fire_topic,pop_exposed_heatwave_duration_ecmwf_2014-2024,pop_exposed_heatwave_frequency_ecmwf_2014-2024,pop_exposed_heatwave_severity_ecmwf_2014-2024,pop_exposed_heatwave_topic,pop_exposed_river_flood_100yr_jrc_2024,pop_exposed_sand_dust_storm_unccd_2024,pop_exposed_tropical_storm_100yr_giri_2024,pop_exposed_vectorborne_malariapf_2012-2022,pop_exposed_vectorborne_malariapv_2012-2022,pop_mhi_p75,pop_mhi_p80,pop_mhi_p85,pop_mhi_p90,pop_mhi_p95,pop_topic_ge_1,pop_topic_ge_2,pop_topic_ge_3,pop_topic_ge_4,pop_topic_ge_5,pop_topic_ge_6,pop_topic_ge_7,pop_topic_ge_8,pop_total,ucode,.geo
000000000000000004ab,484.95486667371415,,,17.148341062626166,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.8398359942366369,484.95486667371415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.95486667371415,17.94401405623841,0.044163000624394044,0.0,0.0,0.0,0.0,0.0,6391.946528276489,KOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ac,350026.07273414126,75382.89288767765,268899.64044227416,13588.329485036425,44795.89799659614,63169.83177921661,140958.13918573235,0.0,2016.3848839766051,16639.526326704825,18655.91121068143,0.0,46529.61198171336,0.0,46529.61198171336,9175.10542182272,474.4976624206998,350026.07273414126,0.0,0.0,104605.54171140201,79589.09234982902,68232.52028904852,26799.36354490894,0.0,350026.07273414126,198569.77174878324,29763.36244036801,1048.4603152568236,4.4299999717622995E-4,0.0,0.0,0.0,2523369.7183531206,KOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ad,6357829.779711954,221878.3019006622,5941684.540476046,49481.4968433681,0.0,3472.9756853538033,225351.277586016,0.0,99683.51796646278,85051.31464061077,182814.87213096936,333410.1717590614,791639.6263670519,87126.62774558757,977223.7349715633,542425.1651114007,7511.125253914421,6357829.779711954,39.72729518097667,44.09908219005074,2963854.8498769673,2074224.0122012151,1572705.5345745496,809491.6096672744,460758.6326491623,6357829.779711954,1794028.0126536116,184102.30272914944,6677.356514469394,0.0,0.0,0.0,0.0,4.893664651745433E7,KOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004ae,605.310672225407,,11.571429577227809,0.0,0.0,0.0,0.0,0.0,,,,490.7840339777914,490.7840339777914,0.0,490.7840339777914,,0.0,605.310672225407,0.0,0.0,,,,,,605.310672225407,490.7840339777914,0.0,0.0,0.0,0.0,0.0,0.0,8308.72933899203,KOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053a,333539.9180895845,300894.42867045326,333539.9180895845,0.0,157.44268235846542,26458.99749395531,305566.6393875078,0.0,4040.518751089072,0.0,4040.518751089072,0.0,69286.30730670651,140316.9266369301,159510.91887133452,16927.623438475144,0.14339100205688737,,,,66356.35588565728,56324.086309186256,31828.04480189925,3959.8485939649127,0.0,319592.8214650058,157494.20977790595,8958.812596496231,0.0,0.0,0.0,0.0,0.0,1768534.6039007746,CZE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053b,596189.4620861653,373061.4191811269,596189.4620861653,0.0,7108.598814908637,96418.38657710707,403893.31885145354,0.0,5044.777079026948,134.97235926889175,5074.574945760585,56411.0253571121,433417.6046767207,353611.1370322526,505662.6711381116,21597.56059468945,148.90164495717522,,,,105206.42737729796,83129.27571652207,30479.329133006253,2767.984745847002,678.6066301954177,572513.4531002141,350051.8591887585,13801.377527057153,10.337358942819264,0.0,0.0,0.0,0.0,3208332.1629979564,CZE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053c,801117.804536157,650064.8005922689,801117.804536157,0.0,0.0,24765.68799013171,651039.2559535007,0.0,4491.133509489422,9056.33864969295,13547.472159182373,157343.98118595878,470728.9100566423,130134.93905708277,572798.3094865314,29928.23758465923,0.6629940047278069,,,,232560.0761697317,128881.11582633927,34413.6462733455,22249.96310242192,0.0,769174.5321369932,473644.70109206194,24425.63087881205,69.07407001174579,0.0,0.0,0.0,0.0,4386365.458693348,CZE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000053d,243518.82250121568,155858.8897534307,243518.82250121568,0.0,0.0,22386.217173359593,171452.70712485135,0.0,487.64048377534345,0.0,487.64048377534345,26570.905819453914,205912.55566972337,42183.89353900135,227815.7898569605,17089.376531248356,2.1299999934853986E-4,,,,43173.10755153462,2183.089067583832,2183.089067583832,0.0,0.0,238221.82906805357,164685.69175651783,13933.729854207146,4.26353105702583,0.0,0.0,0.0,0.0,1320344.0990688466,CZE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000548,3356666.0548724756,3018844.1816144143,3356555.195252523,0.0,3056650.4992209934,568451.1609425114,3346532.8395564286,1860421.676680264,51957.36212344542,3064.006255194545,54840.34545001834,2769342.398165635,2876711.0830848543,175543.5760327899,3143807.636406913,124411.24133896182,114968.30615500174,0.0,5096.697278896975,5099.509837935376,2806953.1149443057,2204681.6063660015,1327010.6434367942,524868.7451475434,103111.56009543657,3356036.2578195967,3236942.069286456,1874856.6135243447,168376.53160589575,8654.521960597816,116.05139069631696,0.0,0.0,7868365.033542608,TJK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000549,589598.112728542,469203.9340524905,559158.5117414047,0.0,507371.0923182021,542850.3370070626,589598.112728542,505017.55610716966,4821.040735371641,0.0,4821.040735371641,73340.05728037891,10671.872020480367,2966.0875448412467,83788.7586774893,21336.09048996669,37852.07624561488,0.0,0.0,0.0,415077.8961184793,394030.0094409628,332925.14151805587,63839.49002982279,52975.10395533219,589598.112728542,522553.0875324558,127301.53280454566,2959.707030622464,1.194887988269329,0.0,0.0,0.0,1516329.6583937365,TJK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054a,254845.3809586818,122470.03409326416,254634.02054999385,0.0,194168.14925234002,92578.42515633277,210461.76593711885,0.0,1857.7605650755268,0.0,1857.7605650755268,113875.75073355256,88670.43911420481,76977.98664684879,155615.58720307937,12602.622954610166,43807.57137619656,0.0,8794.25009408481,8794.25009408481,57456.0142667369,56606.30416144959,31294.10517999426,7458.4416304602855,0.0,248931.24992293614,149391.8415680902,23842.34502792396,2179.8715171301665,0.0,0.0,0.0,0.0,644253.6069682768,TJK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054b,267374.4284485708,191625.9622100956,267337.5186704573,0.0,267374.4284485708,267374.4284485708,267374.4284485708,137750.84564460593,2845.6756665549224,0.0,2845.6756665549224,1042.695656574459,6140.8424031852865,0.0,7183.538059759749,3430.386794410122,55120.13823638474,0.0,0.0,0.0,129126.02551599324,126061.50727249977,66465.59220510584,58874.712326709676,10351.389526172803,267374.4284485708,175722.47976349865,30403.888438976683,204.2161992401049,0.0,0.0,0.0,0.0,688026.1515700785,TJK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000054c,12.23537284489356,,12.23537284489356,0.0,12.23537284489356,12.23537284489356,12.23537284489356,0.0,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.23537284489356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.47773507114719,TJK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000573,366168.7149545,267061.52609025897,365784.902056967,0.0,0.0,0.0,267061.52609025897,10619.130336830673,30192.67036330779,9911.659723757528,39243.80618051467,245688.3476666732,220387.9770831539,36919.03710542272,318368.26926175697,22995.061673558626,17.654647991642832,,,,294594.1553814153,154979.40759682024,105939.54842818728,33260.80950251519,13810.637961980978,344701.6067563663,265710.6612127678,46283.14748012887,1599.8970136917392,10.135727957619906,0.0,0.0,0.0,1818580.176795726,MKD_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000000,9941881.880960077,647162.401300668,9707934.04116501,7055.211983829432,7775058.879754754,4387518.655470666,7802973.427200912,1471639.545704885,677294.9113447056,254562.43647718072,903237.2907215054,4632936.33045591,3802980.547580801,444268.7428671811,5444230.157661681,211417.75485885423,4975.381161152865,,0.0,0.0,3263163.9165268186,2472725.55724737,1762061.611846242,945417.8949819907,350118.91734415747,8349507.299057384,5293816.47148007,1770527.5671468375,428905.3324700149,2767.6946804733843,4.404458052769769,0.0,0.0,4.770148595063682E7,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,2819702.5886688936,599885.085688839,2819593.025072899,0.0,1688431.2940331856,1712692.9065345363,1891883.469531329,1357602.9128217662,308180.64369007555,88248.17317327671,382318.6680589508,2815503.501838878,2002176.3895821483,0.0,2819251.9211526783,13296.437584580122,5138.137336205161,,0.0,0.0,2398315.1614080723,1859041.9490055772,1359908.9415637676,620522.9702485665,478035.78903298575,2819702.5886688936,2083345.0483608681,1357120.9590766758,206560.29252413416,2762.250106931733,0.40774800648614473,0.0,0.0,1.2116672068555977E7,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,448525.4663923297,191105.51764956862,448452.02500039706,0.0,352373.77202812175,266799.56976516603,402929.70308207435,430637.0802774752,95599.10298863999,60710.94300498436,140471.3541060491,448525.4663923297,343574.7802743848,0.0,448525.4663923297,11532.175534953245,3751.3235393811474,,0.0,0.0,405639.3786561464,372421.8902917714,365385.9328926261,288237.246573487,166203.36300946842,448525.4663923297,446459.39276756597,410725.8186936635,125078.43654316125,7053.787353559963,4.201181982298294,0.0,0.0,1640201.8781914858,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,886505.6883261022,559353.523459693,885821.3616643103,0.0,860200.2775217369,611577.3324808314,878079.963626992,886505.6883261022,145580.75820264465,165537.3702712112,248966.67946861513,795337.660773854,835778.9930794964,0.0,879515.9936642181,72253.0492382298,1864.3444440494122,,257387.09590208827,259081.54333559368,886158.987707543,878868.266387094,869029.92076706,765414.5008939501,532210.8192591439,886505.6883261022,886505.6883261022,876024.9675821802,305372.6621851928,12673.342585851424,103.36976277766371,0.0,0.0,2834731.7622654596,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,2061251.869665593,536807.4943017876,2005124.1205330994,0.0,521330.6692229135,291630.4987258684,791865.2478208105,1042992.5825944974,236873.12833626935,343290.18569804926,471273.6723675566,1762513.751235697,1744202.8055995086,0.0,1825557.6641200497,196498.64449555273,200.9876881490527,,1533025.1635504502,1533207.9741953767,1407358.4099812426,1113024.318333757,1002448.1068519588,617938.4224435957,257657.97228610062,1950679.2354889307,1373689.464366048,738099.0282402041,258259.81970433542,7659.819406111728,1.4318809860560577,0.0,0.0,6618143.770852151,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,4981077.426087955,349122.2792931228,4354638.160066596,15972.106079855079,762633.244873245,506092.5946565133,1113590.3060112465,1325834.1707599112,64621.632291961694,99084.67418926363,160047.72769176756,822083.4372268466,1039128.8585602611,146201.61733651234,1220361.6441729611,276862.76398457953,6242.033995270589,,0.0,0.0,985444.7806281534,623545.8243113407,360408.71978172124,256032.22007967674,169691.57360778295,2945391.969408811,969175.8626835197,175068.20002620784,29023.735536906905,248.86608716097837,2.118952989578247,0.0,0.0,2.419637198824862E7,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,2647053.2325000623,1067880.6278092945,2639205.1947173364,49.12108999048633,1169808.1524419577,562171.2469571948,2071848.3422876806,373890.73195946054,223462.169456932,76347.65726927927,285041.4188888084,2522775.2253480228,2584479.70016992,5628.665140500195,2615317.614705209,67043.80206931202,1997.2708932024916,,0.0,0.0,1808992.1035022559,1334323.244651645,681631.6155884163,386209.34902174206,275877.7150112215,2635220.3132143,2195978.1707480988,500199.9921927915,77298.96913984812,6449.120061571746,41.73653705338711,0.0,0.0,1.1557442389881697E7,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,1117322.6620715507,704522.4658146342,1117310.3711015412,0.0,415417.5930257784,72701.7248269243,848046.8582763084,458680.54668710555,319222.12068030325,56934.06077770202,351804.01042943564,961033.4727975143,1058759.2807949553,0.0,1109129.5960883284,81363.13138154586,20809.49221421696,,0.0,0.0,1046971.9659849935,856493.5063988108,660533.9407507255,398067.0559505909,257569.1831618196,1117033.638602383,1005407.3931561038,571102.2190466315,163797.76859324795,11971.689865534241,520.9258130406197,0.0,0.0,4190273.408404044,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,1260398.8902701214,408728.2137539532,1259378.8514832975,0.0,571418.829745428,232404.63462365762,796648.5204598189,1171851.3593265736,380471.3285261927,144934.976092901,435528.4969427418,1176260.431744107,1197556.152882763,0.0,1226060.9918787116,115619.15998378122,30610.26794984405,,0.0,0.0,1222434.0722893125,1185669.809113171,1121316.33161244,898178.2121304818,637939.0704441747,1260398.8902701214,1247139.416754706,917284.4828776161,332241.4801778006,18701.449292805813,553.0771684213105,0.0,0.0,4595137.926692957,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,1805465.179142855,660983.7250398005,1760650.42232386,0.0,326232.32971925626,236559.36641699067,824192.4527400732,1056938.74097647,601314.3925386973,207633.47748375326,674853.6950866464,1646233.557494969,1635948.3679836043,0.0,1700439.0219944052,139370.9391113129,4447.503005286459,,0.0,0.0,1478772.668912063,1191727.2201427096,1128918.8490600681,965606.0465258278,567503.1030990202,1726395.6801471077,1371121.173518659,948376.6759335415,329724.7035858242,24621.731842113266,2.387886947777588,0.0,0.0,6227194.108344296,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,316005.5438420908,137833.21228544842,218557.25413676683,346.57843961752,110073.06227991867,192.63776405533827,220687.63724103168,33139.53754914023,23203.46183229418,4421.288178425225,26404.506024428396,88208.21170116562,151007.85974487255,0.0,156226.81531723583,14902.288395632446,1965.7539751936038,,0.0,0.0,221363.50896415897,163453.72343825691,80717.63328349945,48296.53271002175,15067.21493899751,274362.8732567168,135615.19807058945,35124.123394027876,8568.290424923827,2.6317960217638756,0.0,0.0,0.0,1119485.1834491084,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,2600620.0211850097,1237112.259241922,2138005.353587369,1576.9836945582692,2083297.2154877642,1329091.369406314,2185309.09712048,479921.9801166564,170043.03955437627,42762.11536474578,194246.21255260415,142182.35283423227,1119327.639356162,0.0,1120330.8696289123,97516.57167764835,3385.7525314947825,,0.0,0.0,1618306.6110099605,1244354.781548006,807248.915176149,363567.10861100815,130534.883119923,2222643.7083830293,1295344.2547504026,502335.8133988326,59136.765319377286,2826.157725695215,0.7677450177434366,0.0,0.0,1.0449853502171306E7,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,4458889.449957166,2183663.6263872907,4089209.307665278,725.1487636211857,1837717.4764257912,586952.6438554253,3029220.6692137974,1516900.9147022143,629015.778158623,86547.87533904174,679655.2127910254,2519031.4759160136,3312213.433629271,0.0,3488483.029280347,115875.11422508849,39781.69786314261,,17.151627858314896,17.151627858314896,2769471.644763575,2277836.115135755,1849409.1681384866,995610.129808839,486043.0415844031,4139598.9895404577,3328227.788542824,1172238.0864395038,219990.27392864635,10566.66792079544,19.980467008950654,0.0,0.0,1.6887062912527066E7,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,1364032.8220568672,528178.3786353135,1254999.5960363117,59.31606984905447,32087.560164371327,0.0,545259.7055277809,187283.3582426514,210817.2158634806,58003.06159810269,238171.0827337841,1139830.6160655639,1139830.6160655639,0.0,1139830.6160655639,25560.243892444836,4197.90950926168,,0.0,0.0,1004648.1461461921,659812.5482959466,462417.63613083045,260982.43561799248,63963.113341977594,1163756.931708655,688807.156272257,244416.1571465574,42969.8641883499,403.1168655522515,9.005859965342097,0.0,0.0,5420625.313975982,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,1017833.2087905626,162970.77045057615,420922.24469942634,236.62075299039628,0.0,0.0,162970.77045057615,0.0,33396.94089606767,4007.861856444608,37404.802752512274,659483.1279288637,659483.1279288637,0.0,659483.1279288637,40979.60296760787,6369.32030008948,,0.0,0.0,453863.783808762,407131.3966985735,182044.02348424832,1358.30790340362,0.0,733597.9243214009,170332.83273254908,3392.6705776462404,120.81752104358748,0.0,0.0,0.0,0.0,4583481.371111218,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,688.0493817576207,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420.2235453249887,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BRA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,465580.87501244317,412.5600704076037,381518.94814972504,306.45235590577477,0.0,0.0,412.5600704076037,0.0,398.2951476072209,122.18169181870735,520.4768394259283,234961.95073129813,356149.0956673622,0.0,356575.88024353446,1281.7556248755982,667.2349185997612,465580.87501244317,,,9610.038784073697,1447.0416638723166,1333.3162018411117,1192.822942445985,0.0,465580.87501244317,358218.8858370529,1391.4613628852126,154.0128528107182,0.0,0.0,0.0,0.0,2064567.8917861397,NZL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,1290.4260082509875,,302.10975587531544,1.0434867624910673,0.0,0.0,0.0,0.0,149.81835653081666,61.98410118926225,149.81835653081666,492.93708174113374,492.93708174113374,0.0,492.93708174113374,,0.10873800037916226,1290.4260082509875,,,230.00508309192975,0.0,0.0,0.0,0.0,1290.4260082509875,522.4782529326463,121.41058774953282,0.018822352641473118,0.0,0.0,0.0,0.0,6576.173576197285,NZL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,73111.44453207075,31011.600776227817,72459.9937607376,95.15886541512792,35.067960939560464,0.0,31034.11786213506,0.0,410.26044575548417,3.253047972160857,410.51365475686885,4694.917641980179,16445.445216401924,9.495500047032692,16454.940716448957,1854.017722350748,0.0,73111.44453207075,,,36215.91265055002,25647.298999844155,16174.33534046244,338.865491425926,38.614513030434864,73111.44453207075,42910.57813537547,6677.396893135876,260.6197215941345,0.1540710013359785,0.0,0.0,0.0,338233.6926914862,NZL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,269439.20313610986,10854.78141664257,207027.28086370454,323.23530606480267,1770.1413277264853,289.5031880183516,12624.922744369058,0.0,2201.773827950974,118.6276903279591,2289.898760723588,5423.771088712875,138423.81507705263,207.44641385470263,138499.87545015433,15294.88497452996,333.47236429523514,269439.20313610986,,,87915.93556930602,39812.96500741205,10571.76825846995,1252.3980012081502,492.16177915054857,269439.20313610986,163381.4334359912,5844.0624068769885,137.52567426132813,3.268083007715177,0.0,0.0,0.0,1176118.8777599744,NZL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,12265.365388434604,6409.853382394019,12265.365388434604,0.0,1637.0480084825272,0.0,8046.9013908765455,0.0,0.029199999657066655,0.0,0.029199999657066655,12265.365388434604,12265.365388434604,1805.4211261507692,12265.365388434604,,0.0,,,,0.0,0.0,0.0,0.0,0.0,12265.365388434604,8046.9013908765455,0.029199999657066655,0.0,0.0,0.0,0.0,0.0,82331.11768006455,AND_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,3885556.09677323,2512297.185676652,3789747.5300333793,8864.285277343031,680431.7583078791,0.0,2992608.6044850093,2567017.8309705867,1908014.4669826657,2803205.4089149814,2978193.648293353,646759.9311958697,1531586.2553174226,0.0,1537149.7385053267,143538.28805366662,17507.576766977567,0.0,3814793.2797878906,,3387237.5276068174,3361763.963114251,3290906.5070949728,3017451.6930055497,1484710.569436372,3766762.7615039377,3361770.0292741363,2356398.628855992,736573.1327723265,23375.419945869253,0.0,0.0,0.0,8720252.255757395,SLE_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,668688.4275051416,424297.36822821194,668514.3483221584,0.0,18399.281944161645,34791.97513060604,468501.3099401152,0.0,6350.308057762568,714.5708101770517,7038.53408991926,443726.11096308386,196631.79834212363,112014.7390254481,559869.2944941696,85332.36798025825,6.272227964363992,,,,219611.7439256924,78460.60607936198,30297.950480586514,8253.99401408296,0.0,658979.9033937608,406030.613881427,55569.95263248407,167.30882475397902,0.0,0.0,0.0,0.0,3789242.710273539,SVK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,362188.3239594782,147194.86919407643,362023.2292846915,0.0,710.8789649261175,0.29315032626420323,147472.65176794343,0.0,11267.203466248098,1013.7453898774052,12230.644836155181,209329.71950771956,222203.64619031592,81581.4531291936,240903.3423385856,18825.84170328902,7.471831028996235,,,,103640.03429976257,30568.099668535324,11567.906011141788,1187.2476537530233,0.0,267588.6335408392,135065.56249709963,16367.365529172088,418.39090989121297,0.0,0.0,0.0,0.0,1703296.7194433238,SVK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,4909102.250826149,2348851.0570453894,4908882.019783329,0.0,1230652.0835884758,47696.945547284035,3194822.795292245,2617447.1595661826,100021.25218549657,53619.67651366788,152729.88254453253,149369.33557381143,129792.97688262581,2638.8330690364164,204884.8897467963,228886.5661138643,3954.9635059099683,0.0,69372.82667417558,91635.44433553968,2302187.8048977507,1220294.2633243105,864459.9041759605,455501.4119195563,126070.16801213293,3895833.31246571,2295229.086547177,207283.16660734633,4380.691149297744,0.0,0.0,0.0,0.0,1.3906779084519608E7,NPL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000020,1754.8700232972021,0.0,1754.8700232972021,0.0,697.3006174222762,2.7040589805692434,698.4211254281188,0.0,335.8060584741727,0.0,335.8060584741727,916.754586269875,465.948643525906,0.0,1173.4926582901571,97.44172827706548,109.67773424338037,0.0,4.810611886078236,4.810611886078236,1191.4048818454596,164.67310385888982,164.67310385888982,50.638755251014345,0.0,1475.584809195549,851.10397688804,88.1505186293055,0.0,0.0,0.0,0.0,0.0,6128.794000926184,NPL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000021,5014058.83337565,3874187.408089827,5014058.83337565,0.0,3037928.443186666,1595627.14623853,4107367.9264645334,3088785.1084071756,93885.06606589629,12959.924874161443,106610.8504536887,53477.54179182994,48244.77780133599,268.76964949650574,82245.65824495828,390635.9559781863,186.61834115869715,0.0,6244.657369090278,15589.924166739844,2326980.0983373364,1214954.2364606431,567858.2866382961,265595.97950904025,18045.446019462972,4232595.147247253,3162508.2483563377,380689.01080714626,39.71147896396724,0.0,0.0,0.0,0.0,1.5135325715556677E7,NPL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,15.354777515263244,,15.354777515263244,0.0,0.0,0.0,0.0,15.354777515263244,15.348008480142147,0.0,15.348008480142147,15.354777515263244,15.354777515263244,0.0,15.354777515263244,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,15.354777515263244,15.354777515263244,15.348008480142147,0.0,0.0,0.0,0.0,0.0,40.61002301718383,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,17562.58150279353,443.10402265511493,17562.58150279353,0.0,2310.623210216857,0.0,2753.727232871972,17562.58150279353,3000.5331320666573,1006.480117594908,3153.888886937095,16366.739275423753,16976.899278650555,0.0,16999.8076588166,981.05806303807,10480.861435785015,0.0,0.0,,10530.86714492481,5388.377699254653,4125.373270358562,2918.287103829435,1017.2089826581926,17562.58150279353,17557.173407790833,13408.778960859403,3255.046733076546,146.60006907896837,1.7441066430018777,0.0,0.0,46439.409083974795,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,106632.7618908565,113.57045208787957,106632.7618908565,0.0,129.32461095979306,3067.6378130804806,3310.368648126544,106620.53943384015,39338.2131742234,8511.45842421617,41820.89048761245,98004.58222571167,103200.95784040977,0.0,105492.11889291766,22689.467977346598,1058.7912714668164,0.0,62338.444562701814,,47742.66654877715,27932.28727081397,19308.703540439503,8855.396640018753,2224.1378108213685,106622.84604483699,106562.56228176622,56884.96418294127,10146.535790167301,761.5237046657385,13.744706932688132,0.0,0.0,281998.6433334578,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000055,57510.22204600082,274.16624883183863,57510.22204600082,0.0,2583.421468798007,12680.665054597222,14366.175363951168,57510.22204600082,16276.958190151574,5771.393003041704,17538.091664918094,57510.22204600082,55749.621254181424,0.0,57510.22204600082,20568.962234079012,0.1468089995905757,0.0,57510.22204600082,,54540.82497729509,25031.049773794504,20947.191255860245,7208.419701947039,3057.276443441064,57510.22204600082,57510.22204600082,40213.585282650834,11567.74195682016,691.9636664770366,0.08516599982976913,0.0,0.0,152043.93951627094,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000056,50540.68794312936,4780.358728197827,50540.68794312936,0.0,0.0,0.0,4780.358728197827,15007.038872588842,12218.258783633708,2933.605788800148,13653.913707132862,50540.68794312936,50540.68794312936,0.0,50540.68794312936,79.37399138258156,1841.3314491765093,0.0,0.0,,33250.11598604712,33035.480582070435,29803.674191045888,6021.909368013613,1318.4864728121158,50540.68794312936,27188.65467484466,6999.8573258768865,1038.870905708136,134.63384204894354,0.0,0.0,0.0,133663.8552141662,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000057,718854.557118205,79342.27622067531,718755.9993090319,0.0,36480.68100921922,54463.60444260953,139418.08213794554,662659.7111726914,124025.23223783635,15146.035962880682,133063.92142497678,408999.933603356,539378.8637944263,11.555767475540623,552013.0265414207,22296.46569238908,15299.863867027725,0.0,349145.2671657605,,344609.9698877028,276274.3662275943,200645.68745285127,108489.75707896105,6922.605564583359,701830.9932507204,600823.7875441601,192574.3565301105,29238.707183954695,283.1391345055817,0.08719300013035536,0.0,0.0,1901487.0659418544,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000058,9812.88307959845,649.8316312857613,9812.88307959845,0.0,7269.878349044911,9368.078548669399,9421.972025627188,9812.88307959845,1699.0321194797305,2500.5289692075403,2902.2678726268496,9562.82024113582,9537.34355306069,0.0,9569.634740121133,533.712635940161,11.085217005107552,0.0,9812.88307959845,,8304.772713885694,6987.5693465579025,6849.316787475815,2617.0010736297313,2600.1450086559976,9812.88307959845,9812.88307959845,9787.281442375357,2796.9499817812616,41.557987565371235,0.0,0.0,0.0,25944.255877896965,BWA_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
