system:index,adm0_name,child_population_exposed,child_population_total,iso3,label,metric,population_total,ucode,.geo
11,Antarctica,0.0,0.0,ATA,fire_frequency_nasa_2001-2023,individual,0.0,ATA_V12,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Tokelau,,627.8673086456943,TKL,fire_frequency_nasa_2001-2023,individual,2014.402919239989,TKL_V2,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Western Sahara,0.0,148932.15286032428,ESH,fire_frequency_nasa_2001-2023,individual,565209.8879479027,ESH_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,New Caledonia,588.6248343689202,73125.82198797836,NCL,fire_frequency_nasa_2001-2023,individual,286214.63240109663,NCL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Clipperton Island,,0.0,PYF,fire_frequency_nasa_2001-2023,individual,0.0,PYF1_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Saint Helena (Tristan da Cunha),,0.0,SHN,fire_frequency_nasa_2001-2023,individual,0.0,SHN2_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Saint Helena (Ascencion),0.0,0.0,SHN,fire_frequency_nasa_2001-2023,individual,0.0,SHN1_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Gibraltar,0.0,6320.710476004482,GIB,fire_frequency_nasa_2001-2023,individual,32201.5256533018,GIB_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Saint Helena (Gough),,0.0,SHN,fire_frequency_nasa_2001-2023,individual,0.0,SHN3_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Saint Helena,,854.5941989731934,SHN,fire_frequency_nasa_2001-2023,individual,5199.487445189212,SHN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,American Samoa (USA),0.0,15601.739678215456,ASM,fire_frequency_nasa_2001-2023,individual,46000.704591681664,ASM_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Guam (USA),0.0,50804.76540056684,GUM,fire_frequency_nasa_2001-2023,individual,168195.3960321047,GUM_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Bi'r Tawīl,,250.06046407669783,EGY,fire_frequency_nasa_2001-2023,individual,293.79977034032345,EGY1_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Greenland,0.0,6348.697077057339,GRL,fire_frequency_nasa_2001-2023,individual,24878.69900580517,GRL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Arunachal Pradesh,11926.715581908617,316064.96065364964,xAP,fire_frequency_nasa_2001-2023,individual,980113.5056940456,xAP_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Senkaku Islands,,0.0,xSK,fire_frequency_nasa_2001-2023,individual,0.0,xSK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Kuril Islands,0.0,3437.7050287807774,xRI,fire_frequency_nasa_2001-2023,individual,16865.05092428459,xRI_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Hala'ib Triangle,,4875.057169295198,SDN,fire_frequency_nasa_2001-2023,individual,11277.084853108128,SDN1_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Ilemi Triangle,56.87635664641857,2455.25929632516,SSD,fire_frequency_nasa_2001-2023,individual,10208.10353761562,SSD1_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Abyei,54648.658259627264,81783.25820501274,xAB,fire_frequency_nasa_2001-2023,individual,119720.69199162384,xAB_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Aksai Chin,0.0,3438.9182873868767,xAC,fire_frequency_nasa_2001-2023,individual,11530.730537227571,xAC_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Jammu and Kashmir,46753.68737673701,4724933.949900465,xJK,fire_frequency_nasa_2001-2023,individual,20485747.790387876,xJK_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Sovereignty unsettled,0.0,42830.92723886087,xJL,fire_frequency_nasa_2001-2023,individual,126896.3835437921,xJL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Paracel Islands,,86.75367717932834,xPI,fire_frequency_nasa_2001-2023,individual,718.7841394252488,xPI_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Spratly Islands,,0.0,xSI,fire_frequency_nasa_2001-2023,individual,0.0,xSI_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Scarborough Reef,,0.0,xSR,fire_frequency_nasa_2001-2023,individual,0.0,xSR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,China/India,0.0,732.1397838329129,xxx,fire_frequency_nasa_2001-2023,individual,1414.4381610215464,xxx_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Macao,,108699.4944399259,MAC,fire_frequency_nasa_2001-2023,individual,675485.4639482741,MAC_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Taiwan,32822.47381886232,3311341.297345072,TWN,fire_frequency_nasa_2001-2023,individual,22951965.13887481,TWN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Hong Kong,0.0,809441.6055902928,HKG,fire_frequency_nasa_2001-2023,individual,6183639.753265285,HKG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Tuvalu,,1057.7013385510547,TUV,fire_frequency_nasa_2001-2023,individual,8651.287734135458,TUV_V2,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Mauritius,0.0,241252.58231808024,MUS,fire_frequency_nasa_2001-2023,individual,1269509.516548764,MUS_V2,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Marshall Islands,,14877.643699552302,MHL,fire_frequency_nasa_2001-2023,individual,35250.624957678134,MHL_V2,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Micronesia (Federated States of),0.0,37924.7463813085,FSM,fire_frequency_nasa_2001-2023,individual,74632.38108515547,FSM_V2,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,Bahrain,0.0,351371.9620597632,BHR,fire_frequency_nasa_2001-2023,individual,1626144.8635632836,BHR_V2,"{""type"":""MultiPoint"",""coordinates"":[]}"
