ucode,ISO3,combination_id,population,combination,hazardCount,hazardLevel
MMR_V1,MMR,255,112.43538582918106,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,8,Multiple
VNM_V1,VNM,255,12.16489839553833,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,8,Multiple
MDG_V1,MDG,255,3.1357630640268326,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,8,Multiple
AUS_V1,AUS,255,0.0001769999930729682,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,8,Multiple
MMR_V1,MMR,127,44483.19854324109,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
CHN_V1,CHN,127,37500.212159969495,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
VNM_V1,VNM,127,13259.148151534318,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
IRQ_V1,IRQ,251,2679.5707217588215,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
USA_V1,USA,127,2003.163488093432,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
ESP_V1,ESP,253,1181.005336202172,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
VNM_V1,VNM,191,1081.0507069439627,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
MDG_V1,MDG,127,1044.8927583401091,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
MMR_V1,MMR,191,741.7792528729666,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
KHM_V1,KHM,253,670.5094485774746,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
PAK_V1,PAK,253,526.4153881534003,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MMR_V1,MMR,253,480.1828065738082,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
IND_V1,IND,253,466.3142864378169,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
IRN_V1,IRN,251,377.06530762911945,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
IND_V1,IND,223,292.9681730233133,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,7,Multiple
CHN_V1,CHN,223,270.5489990253409,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,7,Multiple
MEX_V1,MEX,127,245.86660122854664,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
IND_V1,IND,127,243.31570320017636,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
VNM_V1,VNM,253,223.11042019212618,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MDG_V1,MDG,253,176.16418037749827,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
IND_V1,IND,239,112.52915262243911,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MAR_V1,MAR,253,112.10244411975145,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MEX_V1,MEX,253,102.60338015807793,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MDG_V1,MDG,191,93.45513855759054,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
THA_V1,THA,253,84.61388866632062,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
IND_V1,IND,191,73.16527594022233,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
CUB_V2,CUB,127,57.952057181391865,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
MOZ_V1,MOZ,127,47.26118605583906,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
BGD_V1,BGD,239,46.04382860660553,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
CHN_V1,CHN,191,35.04298535734415,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
MDG_V1,MDG,247,31.78449308127165,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
ESP_V1,ESP,127,29.114756015807984,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
CHN_V1,CHN,239,28.33123416628223,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MEX_V1,MEX,191,26.568451942617685,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
LBY_V1,LBY,251,25.012120022438467,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
ESP_V1,ESP,191,21.949316904470493,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
MDG_V1,MDG,239,19.78595892339945,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MMR_V1,MMR,254,17.882816314697266,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
LAO_V1,LAO,253,16.263848098911637,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
USA_V1,USA,253,12.91548399254259,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
CHN_V1,CHN,253,9.397744886111468,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MEX_V1,MEX,239,5.915315003279829,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
PRT_V1,PRT,191,5.643631054554135,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
AUS_V1,AUS,127,5.36995597245641,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,7,Multiple
VNM_V1,VNM,254,5.097639083862305,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
AUS_V1,AUS,253,4.357332992254442,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
VEN_V1,VEN,223,4.168839995749295,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,7,Multiple
AUS_V1,AUS,247,2.940951926112729,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MEX_V1,MEX,247,2.579576015472412,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
VEN_V1,VEN,253,1.887639969587326,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
THA_V1,THA,191,0.9927369877696037,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
VNM_V1,VNM,223,0.8858269974589348,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,7,Multiple
MAR_V1,MAR,223,0.6037490032613277,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,7,Multiple
USA_V1,USA,247,0.39280700527820045,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MOZ_V1,MOZ,253,0.3364039957523346,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
MDG_V1,MDG,254,0.22925999760627747,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
AUS_V1,AUS,223,0.07184399882839898,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,7,Multiple
VEN_V1,VEN,191,0.05686299875378609,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
AUS_V1,AUS,191,0.03006900057346229,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,7,Multiple
DZA_V1,DZA,253,0.0063680000603199005,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
COL_V1,COL,253,9.099999988393392e-05,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
AUS_V1,AUS,239,2.9999999242136255e-05,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,7,Multiple
VNM_V1,VNM,63,886784.1089590589,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
CHN_V1,CHN,63,478416.5323424308,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
MMR_V1,MMR,63,443059.1895209237,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
VNM_V1,VNM,125,291779.4206627992,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
CHN_V1,CHN,125,157575.7753040521,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
CHN_V1,CHN,95,137002.2056427415,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
KHM_V1,KHM,125,109376.66500294804,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
PAK_V1,PAK,189,69359.07139635202,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
MMR_V1,MMR,125,61577.04619367987,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
IRQ_V1,IRQ,249,48387.619505731556,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IND_V1,IND,125,45330.23246776592,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
THA_V1,THA,125,44743.05253039792,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
PAK_V1,PAK,125,39465.782430947525,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
USA_V1,USA,125,36748.70073966354,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
TCD_V1,TCD,249,35493.52858894318,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
SDN_V1,SDN,249,35473.79671487509,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
SOM_V1,SOM,249,30799.01257185079,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
VNM_V1,VNM,95,29002.131071199976,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
LAO_V1,LAO,125,21146.854065309395,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
IND_V1,IND,252,20260.982770489994,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
PAK_V1,PAK,249,19329.3475906027,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
PHL_V1,PHL,125,18615.43858898827,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
KHM_V1,KHM,189,18134.438244563178,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
VNM_V1,VNM,159,17934.393709535547,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,6,Multiple
MEX_V1,MEX,125,14291.988049378468,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MAR_V1,MAR,189,13967.32943364943,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
MLI_V1,MLI,249,13761.91489689218,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
SYR_V1,SYR,249,13730.258420507424,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MAR_V1,MAR,252,13263.909278381616,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
BGD_V1,BGD,159,12845.04915712023,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,6,Multiple
PAK_V1,PAK,237,12790.424633284332,River Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
PHL_V1,PHL,63,12391.908201347338,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
IND_V1,IND,189,11693.63511489268,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
CHN_V1,CHN,126,10888.84674926375,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MOZ_V1,MOZ,125,10774.671777222538,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MDG_V1,MDG,125,10729.048825022648,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MMR_V1,MMR,95,10605.621896514436,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
VNM_V1,VNM,189,10008.39049807396,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
IRN_V1,IRN,249,9617.598734143541,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
CHN_V1,CHN,159,9482.968316430319,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,6,Multiple
MMR_V1,MMR,189,8895.351011776254,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
IND_V1,IND,237,8879.423882322202,River Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IND_V1,IND,63,8643.446216685945,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
THA_V1,THA,63,8010.529844931896,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
BGD_V1,BGD,63,7851.1123551707715,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
USA_V1,USA,63,6737.636254207991,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
ESP_V1,ESP,125,6021.79809857607,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MMR_V1,MMR,126,6006.2743088630195,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
JPN_V1,JPN,95,5816.44478028211,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
MMR_V1,MMR,119,5223.793766280395,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,6,Multiple
CHN_V1,CHN,111,4975.794474010465,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire,6,Multiple
ESP_V1,ESP,252,4855.114520879426,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
HND_V1,HND,125,4712.71324579513,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
VNM_V1,VNM,111,3745.879266889475,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire,6,Multiple
MAR_V1,MAR,125,3633.7229760931805,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
VNM_V1,VNM,126,3576.657898748759,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
IND_V1,IND,175,3376.2698934860528,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Sand and Dust Storm,6,Multiple
CHN_V1,CHN,119,3337.0599841848016,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,6,Multiple
THA_V1,THA,189,3260.13568438073,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
TKM_V1,TKM,249,3128.7354265062722,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
SEN_V1,SEN,249,3096.162867777996,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MDG_V1,MDG,119,3050.4604787910357,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,6,Multiple
MEX_V1,MEX,252,2919.794061355294,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
USA_V1,USA,119,2802.818628836181,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,6,Multiple
USA_V1,USA,252,2500.668800066838,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IRQ_V1,IRQ,243,2416.3118899924298,River Flood + Coastal Flood + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MDG_V1,MDG,63,2374.268648692436,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
VEN_V1,VEN,125,2305.701134734759,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
LAO_V1,LAO,189,2278.8795321324665,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
IND_V1,IND,159,2244.8999142716802,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,6,Multiple
GTM_V1,GTM,125,2164.6613087363576,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
IRN_V1,IRN,243,2067.020356008781,River Flood + Coastal Flood + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IND_V1,IND,95,2053.1083411695436,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
AFG_V1,AFG,249,2042.731589324575,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MEX_V1,MEX,119,1935.2999306589338,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,6,Multiple
IND_V1,IND,249,1927.5929808386136,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
PAK_V1,PAK,175,1821.6374464645241,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Sand and Dust Storm,6,Multiple
MOZ_V1,MOZ,111,1814.7225652253255,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire,6,Multiple
MEX_V1,MEX,189,1641.5572981015648,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
USA_V1,USA,249,1596.560291853593,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
NGA_V1,NGA,249,1593.8268394485535,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
COL_V1,COL,125,1564.8382979928829,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
OMN_V1,OMN,189,1547.9478963185102,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
MDG_V1,MDG,189,1516.5203093085438,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
DZA_V1,DZA,252,1493.1418765881099,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IND_V1,IND,221,1439.7091900329106,River Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,6,Multiple
USA_V1,USA,123,1428.0984611137073,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
NIC_V1,NIC,125,1331.9627137073164,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
YEM_V1,YEM,243,1247.3224321907933,River Flood + Coastal Flood + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MDG_V1,MDG,183,1223.0469302996062,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
BGD_V1,BGD,238,1219.287437364459,Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IRN_V1,IRN,187,1164.0857072567965,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
BGD_V1,BGD,189,1110.077999630943,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
MEX_V1,MEX,63,973.2642809965837,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
SLV_V1,SLV,125,964.3817214856408,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
YEM_V1,YEM,249,957.9435406774282,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
KAZ_V1,KAZ,249,955.0047208803688,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
CHN_V1,CHN,189,935.8148080204846,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
CUB_V2,CUB,126,923.8979353967726,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
PRT_V1,PRT,189,902.1524104584264,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
VNM_V1,VNM,175,895.2164804540225,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Sand and Dust Storm,6,Multiple
USA_V1,USA,95,864.8599622098915,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
MMR_V1,MMR,183,811.983929861483,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
LBY_V1,LBY,187,811.9090619613416,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
BGD_V1,BGD,237,736.2107943892479,River Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
CHN_V1,CHN,245,733.8643587077968,River Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
BRA_V1,BRA,249,733.4848027898174,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IRN_V1,IRN,123,701.3601525962536,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
EGY_V1,EGY,249,701.003702681378,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
CUB_V2,CUB,125,700.5671415577526,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MEX_V1,MEX,126,682.1476428172582,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
MMR_V1,MMR,190,664.0777911613823,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
MMR_V1,MMR,252,625.4424724131823,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MMR_V1,MMR,159,620.078627655173,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,6,Multiple
USA_V1,USA,237,616.1040105544714,River Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
UZB_V1,UZB,249,616.0254065524259,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
CMR_V1,CMR,249,606.4602548680177,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
SAU_V1,SAU,249,584.3552135028003,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
MDG_V1,MDG,95,555.9222780587152,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,6,Multiple
IRQ_V1,IRQ,123,555.8508355585675,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
BGD_V1,BGD,175,544.1957946494222,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Sand and Dust Storm,6,Multiple
MDG_V1,MDG,245,540.1122964918613,River Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
IND_V1,IND,215,535.2236020416021,River Flood + Coastal Flood + Tropical Storm + Heatwave + Fire + Sand and Dust Storm,6,Multiple
MAR_V1,MAR,245,507.77840836532414,River Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
CHN_V1,CHN,249,506.9752554878739,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,6,Multiple
OMN_V1,OMN,183,504.3693537581712,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
ESP_V1,ESP,63,501.5703177168449,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
IND_V1,IND,183,467.5615151387603,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
VNM_V1,VNM,190,455.1506210267544,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
AUS_V1,AUS,125,441.02545945387874,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,6,Multiple
VNM_V1,VNM,183,433.9953610471968,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
ESP_V1,ESP,189,425.7532224975155,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,6,Multiple
CUB_V2,CUB,63,421.4663598296611,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,6,Multiple
IND_V1,IND,119,416.4133058656007,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,6,Multiple
