system:index,ISO3,combination,combination_id,hazardCount,hazardLevel,population,.geo
3226,MMR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,255,8,Multiple,123.86851155757904,"{""type"":""MultiPoint"",""coordinates"":[]}"
971,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,255,8,Multiple,44.06983404606581,"{""type"":""MultiPoint"",""coordinates"":[]}"
5575,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,255,8,Multiple,35.067325592041016,"{""type"":""MultiPoint"",""coordinates"":[]}"
2817,MDG,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,255,8,Multiple,15.67841587215662,"{""type"":""MultiPoint"",""coordinates"":[]}"
448,AUS,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,255,8,Multiple,0.05408200004603714,"{""type"":""MultiPoint"",""coordinates"":[]}"
885,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,44526.36532577472,"{""type"":""MultiPoint"",""coordinates"":[]}"
3155,MMR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,34532.56000115985,"{""type"":""MultiPoint"",""coordinates"":[]}"
5530,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,13864.680889632553,"{""type"":""MultiPoint"",""coordinates"":[]}"
4016,PAK,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,4484.5863643959165,"{""type"":""MultiPoint"",""coordinates"":[]}"
2218,IRN,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,251,7,Multiple,2723.066538235538,"{""type"":""MultiPoint"",""coordinates"":[]}"
5560,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,2170.6029146742076,"{""type"":""MultiPoint"",""coordinates"":[]}"
5170,USA,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,2123.035295328842,"{""type"":""MultiPoint"",""coordinates"":[]}"
1646,ESP,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,1111.5603269251296,"{""type"":""MultiPoint"",""coordinates"":[]}"
2767,MDG,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,944.9061162024736,"{""type"":""MultiPoint"",""coordinates"":[]}"
3203,MMR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,942.1562747834361,"{""type"":""MultiPoint"",""coordinates"":[]}"
7949,KHM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,880.157183745876,"{""type"":""MultiPoint"",""coordinates"":[]}"
2097,IND,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,744.3920482695103,"{""type"":""MultiPoint"",""coordinates"":[]}"
3224,MMR,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,503.6695502027869,"{""type"":""MultiPoint"",""coordinates"":[]}"
5264,USA,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,500.74916847629777,"{""type"":""MultiPoint"",""coordinates"":[]}"
2711,MAR,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,398.4858527481556,"{""type"":""MultiPoint"",""coordinates"":[]}"
954,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,223,7,Multiple,388.17873363685794,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,351.77245366573334,"{""type"":""MultiPoint"",""coordinates"":[]}"
5574,VNM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,342.0667891930789,"{""type"":""MultiPoint"",""coordinates"":[]}"
2077,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,223,7,Multiple,314.03935983777046,"{""type"":""MultiPoint"",""coordinates"":[]}"
2816,MDG,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,263.096950173378,"{""type"":""MultiPoint"",""coordinates"":[]}"
2056,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,254.02301993966103,"{""type"":""MultiPoint"",""coordinates"":[]}"
3353,MOZ,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,252.63169728592038,"{""type"":""MultiPoint"",""coordinates"":[]}"
6738,BGD,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,254,7,Multiple,220.06722271442413,"{""type"":""MultiPoint"",""coordinates"":[]}"
6729,BGD,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,209.7119064629078,"{""type"":""MultiPoint"",""coordinates"":[]}"
3013,MEX,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,201.49752783492153,"{""type"":""MultiPoint"",""coordinates"":[]}"
2259,IRQ,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,251,7,Multiple,169.59510716325514,"{""type"":""MultiPoint"",""coordinates"":[]}"
2089,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,239,7,Multiple,122.36373370885849,"{""type"":""MultiPoint"",""coordinates"":[]}"
10176,CUB,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,106.74134215991944,"{""type"":""MultiPoint"",""coordinates"":[]}"
2794,MDG,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,90.02224779129028,"{""type"":""MultiPoint"",""coordinates"":[]}"
970,CHN,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,254,7,Multiple,81.82354640960693,"{""type"":""MultiPoint"",""coordinates"":[]}"
2927,MEX,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,40.571759884187486,"{""type"":""MultiPoint"",""coordinates"":[]}"
2814,MDG,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,247,7,Multiple,40.4212451428175,"{""type"":""MultiPoint"",""coordinates"":[]}"
4761,THA,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,38.492864387482406,"{""type"":""MultiPoint"",""coordinates"":[]}"
1584,ESP,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,36.79153603408486,"{""type"":""MultiPoint"",""coordinates"":[]}"
2627,LBY,River Flood + Coastal Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,251,7,Multiple,35.27221493422985,"{""type"":""MultiPoint"",""coordinates"":[]}"
3225,MMR,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,254,7,Multiple,30.29207992553711,"{""type"":""MultiPoint"",""coordinates"":[]}"
5572,VNM,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,247,7,Multiple,29.64126231521368,"{""type"":""MultiPoint"",""coordinates"":[]}"
930,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,28.91548465192318,"{""type"":""MultiPoint"",""coordinates"":[]}"
1622,ESP,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,22.440179995435756,"{""type"":""MultiPoint"",""coordinates"":[]}"
4753,THA,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,19.428720235824585,"{""type"":""MultiPoint"",""coordinates"":[]}"
6737,BGD,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,239,7,Multiple,17.142821967601776,"{""type"":""MultiPoint"",""coordinates"":[]}"
969,CHN,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,15.711338132619858,"{""type"":""MultiPoint"",""coordinates"":[]}"
8072,LAO,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,12.996319245547056,"{""type"":""MultiPoint"",""coordinates"":[]}"
5462,VEN,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,9.798738956451416,"{""type"":""MultiPoint"",""coordinates"":[]}"
447,AUS,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,9.254158992262091,"{""type"":""MultiPoint"",""coordinates"":[]}"
8714,PRT,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,6.846598043572158,"{""type"":""MultiPoint"",""coordinates"":[]}"
5454,VEN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,223,7,Multiple,5.4742279052734375,"{""type"":""MultiPoint"",""coordinates"":[]}"
5260,USA,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,247,7,Multiple,5.102148047182709,"{""type"":""MultiPoint"",""coordinates"":[]}"
2976,MEX,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,4.125176052330062,"{""type"":""MultiPoint"",""coordinates"":[]}"
349,AUS,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,127,7,Multiple,2.8648810009035515,"{""type"":""MultiPoint"",""coordinates"":[]}"
2705,MAR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,223,7,Multiple,2.3582189679145813,"{""type"":""MultiPoint"",""coordinates"":[]}"
443,AUS,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,247,7,Multiple,2.2826015840031153,"{""type"":""MultiPoint"",""coordinates"":[]}"
3003,MEX,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,239,7,Multiple,0.8750669894216117,"{""type"":""MultiPoint"",""coordinates"":[]}"
427,AUS,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire + Sand and Dust Storm,223,7,Multiple,0.3525729989632964,"{""type"":""MultiPoint"",""coordinates"":[]}"
5442,VEN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,0.2646940052509308,"{""type"":""MultiPoint"",""coordinates"":[]}"
404,AUS,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,191,7,Multiple,0.08969300065655261,"{""type"":""MultiPoint"",""coordinates"":[]}"
1410,DZA,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,0.014494000002741814,"{""type"":""MultiPoint"",""coordinates"":[]}"
3009,MEX,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,247,7,Multiple,0.005120999994687736,"{""type"":""MultiPoint"",""coordinates"":[]}"
1261,COL,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,253,7,Multiple,9.280000231228769E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5496,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,1254211.4004009846,"{""type"":""MultiPoint"",""coordinates"":[]}"
840,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,543773.5807647713,"{""type"":""MultiPoint"",""coordinates"":[]}"
3104,MMR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,506292.4768902028,"{""type"":""MultiPoint"",""coordinates"":[]}"
5528,VNM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,320068.80853172264,"{""type"":""MultiPoint"",""coordinates"":[]}"
864,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,95,6,Multiple,179136.58134083022,"{""type"":""MultiPoint"",""coordinates"":[]}"
883,CHN,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,177447.4632080292,"{""type"":""MultiPoint"",""coordinates"":[]}"
3992,PAK,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,130625.84531039745,"{""type"":""MultiPoint"",""coordinates"":[]}"
7929,KHM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,106454.27686211161,"{""type"":""MultiPoint"",""coordinates"":[]}"
6670,BGD,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,92367.01409184933,"{""type"":""MultiPoint"",""coordinates"":[]}"
3153,MMR,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,62755.57250877697,"{""type"":""MultiPoint"",""coordinates"":[]}"
4718,THA,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,53117.14984406155,"{""type"":""MultiPoint"",""coordinates"":[]}"
2007,IND,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,51987.841406522544,"{""type"":""MultiPoint"",""coordinates"":[]}"
4459,SDN,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,50285.69975067675,"{""type"":""MultiPoint"",""coordinates"":[]}"
5168,USA,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,47531.7639280069,"{""type"":""MultiPoint"",""coordinates"":[]}"
3955,PAK,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,46812.28321967274,"{""type"":""MultiPoint"",""coordinates"":[]}"
2258,IRQ,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,45159.73233293113,"{""type"":""MultiPoint"",""coordinates"":[]}"
4547,SOM,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,33188.1283660233,"{""type"":""MultiPoint"",""coordinates"":[]}"
5514,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,95,6,Multiple,30250.246985461526,"{""type"":""MultiPoint"",""coordinates"":[]}"
2054,IND,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,25538.231389938148,"{""type"":""MultiPoint"",""coordinates"":[]}"
8049,LAO,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,23346.002883041445,"{""type"":""MultiPoint"",""coordinates"":[]}"
2096,IND,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,252,6,Multiple,20101.60623253137,"{""type"":""MultiPoint"",""coordinates"":[]}"
7944,KHM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,19299.19996762043,"{""type"":""MultiPoint"",""coordinates"":[]}"
4015,PAK,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,19205.05496619828,"{""type"":""MultiPoint"",""coordinates"":[]}"
8537,PHL,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,19204.996585558052,"{""type"":""MultiPoint"",""coordinates"":[]}"
3351,MOZ,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,19106.39880369464,"{""type"":""MultiPoint"",""coordinates"":[]}"
8565,PHL,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,18471.186430003145,"{""type"":""MultiPoint"",""coordinates"":[]}"
2697,MAR,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,17593.340170294046,"{""type"":""MultiPoint"",""coordinates"":[]}"
5546,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,159,6,Multiple,17227.119793333844,"{""type"":""MultiPoint"",""coordinates"":[]}"
3045,MLI,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,16948.759675208203,"{""type"":""MultiPoint"",""coordinates"":[]}"
909,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,159,6,Multiple,16181.749587221488,"{""type"":""MultiPoint"",""coordinates"":[]}"
2710,MAR,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,252,6,Multiple,13445.390026763082,"{""type"":""MultiPoint"",""coordinates"":[]}"
4686,THA,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,12459.760063861808,"{""type"":""MultiPoint"",""coordinates"":[]}"
2765,MDG,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,11610.370741877705,"{""type"":""MultiPoint"",""coordinates"":[]}"
884,CHN,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,126,6,Multiple,11359.550617598363,"{""type"":""MultiPoint"",""coordinates"":[]}"
2087,IND,River Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,237,6,Multiple,11154.521760566386,"{""type"":""MultiPoint"",""coordinates"":[]}"
3133,MMR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,95,6,Multiple,10865.169170539695,"{""type"":""MultiPoint"",""coordinates"":[]}"
2925,MEX,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,10842.778370055721,"{""type"":""MultiPoint"",""coordinates"":[]}"
9247,SYR,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,10806.760727961831,"{""type"":""MultiPoint"",""coordinates"":[]}"
5558,VNM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,10708.450790351257,"{""type"":""MultiPoint"",""coordinates"":[]}"
2216,IRN,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,10470.284668413922,"{""type"":""MultiPoint"",""coordinates"":[]}"
6709,BGD,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,159,6,Multiple,10329.86521413408,"{""type"":""MultiPoint"",""coordinates"":[]}"
6693,BGD,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,126,6,Multiple,10045.70868179202,"{""type"":""MultiPoint"",""coordinates"":[]}"
1961,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,9354.165384765116,"{""type"":""MultiPoint"",""coordinates"":[]}"
4009,PAK,River Flood + Tropical Storm + Drought + Extreme Heat + Fire + Sand and Dust Storm,237,6,Multiple,9050.158560821787,"{""type"":""MultiPoint"",""coordinates"":[]}"
3201,MMR,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,8585.46276219761,"{""type"":""MultiPoint"",""coordinates"":[]}"
5112,USA,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,6745.706624996746,"{""type"":""MultiPoint"",""coordinates"":[]}"
1582,ESP,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,6316.595190283475,"{""type"":""MultiPoint"",""coordinates"":[]}"
2673,MAR,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,5615.1842675209045,"{""type"":""MultiPoint"",""coordinates"":[]}"
3743,NGA,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,5483.3337334394455,"{""type"":""MultiPoint"",""coordinates"":[]}"
2369,JPN,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,95,6,Multiple,5272.147040881262,"{""type"":""MultiPoint"",""coordinates"":[]}"
1645,ESP,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,252,6,Multiple,5249.193564151516,"{""type"":""MultiPoint"",""coordinates"":[]}"
4635,TCD,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,4957.754903828725,"{""type"":""MultiPoint"",""coordinates"":[]}"
3154,MMR,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,126,6,Multiple,4569.419105280848,"{""type"":""MultiPoint"",""coordinates"":[]}"
873,CHN,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire,111,6,Multiple,4228.288965515792,"{""type"":""MultiPoint"",""coordinates"":[]}"
9855,HND,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,4198.06255392311,"{""type"":""MultiPoint"",""coordinates"":[]}"
5263,USA,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,252,6,Multiple,4076.3590997760184,"{""type"":""MultiPoint"",""coordinates"":[]}"
5522,VNM,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Fire,111,6,Multiple,3765.0445823818445,"{""type"":""MultiPoint"",""coordinates"":[]}"
879,CHN,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,119,6,Multiple,3609.3262676587874,"{""type"":""MultiPoint"",""coordinates"":[]}"
5529,VNM,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,126,6,Multiple,3555.653279069811,"{""type"":""MultiPoint"",""coordinates"":[]}"
4829,TKM,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,3352.8325633685554,"{""type"":""MultiPoint"",""coordinates"":[]}"
2032,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,159,6,Multiple,3269.242051304497,"{""type"":""MultiPoint"",""coordinates"":[]}"
2763,MDG,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,119,6,Multiple,3214.962516080588,"{""type"":""MultiPoint"",""coordinates"":[]}"
8933,SEN,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,3143.3440485666197,"{""type"":""MultiPoint"",""coordinates"":[]}"
5162,USA,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,119,6,Multiple,3112.406630000839,"{""type"":""MultiPoint"",""coordinates"":[]}"
5410,VEN,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,2968.0635410808027,"{""type"":""MultiPoint"",""coordinates"":[]}"
2974,MEX,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,2779.802322460295,"{""type"":""MultiPoint"",""coordinates"":[]}"
1985,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Fire,95,6,Multiple,2774.0381614863873,"{""type"":""MultiPoint"",""coordinates"":[]}"
7621,GTM,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,2722.258385852454,"{""type"":""MultiPoint"",""coordinates"":[]}"
3012,MEX,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,252,6,Multiple,2488.352865830418,"{""type"":""MultiPoint"",""coordinates"":[]}"
2213,IRN,River Flood + Coastal Flood + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,243,6,Multiple,2377.7186760078753,"{""type"":""MultiPoint"",""coordinates"":[]}"
2044,IND,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Sand and Dust Storm,175,6,Multiple,2313.56109319563,"{""type"":""MultiPoint"",""coordinates"":[]}"
6728,BGD,Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,190,6,Multiple,2241.37460398674,"{""type"":""MultiPoint"",""coordinates"":[]}"
8059,LAO,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,2207.8531366431466,"{""type"":""MultiPoint"",""coordinates"":[]}"
2095,IND,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,2188.0195425748825,"{""type"":""MultiPoint"",""coordinates"":[]}"
2739,MDG,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Extreme Heat,63,6,Multiple,2133.0895108189434,"{""type"":""MultiPoint"",""coordinates"":[]}"
5262,USA,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,1743.48289303937,"{""type"":""MultiPoint"",""coordinates"":[]}"
1409,DZA,Tropical Storm + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,252,6,Multiple,1714.6526498412713,"{""type"":""MultiPoint"",""coordinates"":[]}"
2256,IRQ,River Flood + Coastal Flood + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,243,6,Multiple,1657.494828712648,"{""type"":""MultiPoint"",""coordinates"":[]}"
3984,PAK,River Flood + Coastal Flood + Tropical Storm + Drought + Extreme Heat + Sand and Dust Storm,175,6,Multiple,1655.7848182453731,"{""type"":""MultiPoint"",""coordinates"":[]}"
1504,EGY,River Flood + Drought + Heatwave + Extreme Heat + Fire + Sand and Dust Storm,249,6,Multiple,1647.3926106840372,"{""type"":""MultiPoint"",""coordinates"":[]}"
3148,MMR,River Flood + Coastal Flood + Tropical Storm + Heatwave + Extreme Heat + Fire,119,6,Multiple,1644.1170659903214,"{""type"":""MultiPoint"",""coordinates"":[]}"
1218,COL,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Fire,125,6,Multiple,1637.588831127432,"{""type"":""MultiPoint"",""coordinates"":[]}"
6727,BGD,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,1611.5666411388154,"{""type"":""MultiPoint"",""coordinates"":[]}"
3181,MMR,River Flood + Coastal Flood + Tropical Storm + Drought + Heatwave + Sand and Dust Storm,159,6,Multiple,1530.3937721906923,"{""type"":""MultiPoint"",""coordinates"":[]}"
3874,OMN,River Flood + Tropical Storm + Drought + Heatwave + Extreme Heat + Sand and Dust Storm,189,6,Multiple,1503.929435308789,"{""type"":""MultiPoint"",""coordinates"":[]}"
