iso3,health,nutrition,wash,education,protection,poverty,survival
ARE,0.24827586206896513,,0.05093141543557955,2.4122364646509995,,9.98,0.36514611152329585
GBR,0.7448275862068966,0.5102040816326531,0.050051168879249985,0.04146350057501469,0.0,0.0,0.3071601806659589
USA,0.22988505747126453,0.653061224489796,0.022811872740906125,0.7043758191560442,,1.7599999999999998,0.5122862906441203
URY,0.29655172413793096,0.7954732781642544,0.07592029804065259,4.275617499100526,,3.4400000000000004,0.5309043471472972
UZB,0.7448275862068972,1.3813095512841649,0.9060454522505536,3.0910801134611368,2.791509037410677,4.8999999999999995,1.206372231048016
VNM,0.05747126436781613,2.4468036002769447,0.6116245458930027,1.5916754070081156,1.953131567885666,9.86,1.8888475325443148
YEM,7.107279693486589,6.851010517292539,3.939219323982266,,4.336485918453132,,3.8372694450493188
ZWE,2.333518702279556,4.246859648544394,6.125824916107873,4.485049189415607,6.2110130306851605,7.3389171697521505,4.340306233350224
IDN,2.083291987099975,3.2056971415383604,1.7103104458023923,2.453278284625121,2.6721311475409837,5.64,1.947340596988435
MMR,4.404420601449875,5.087781477696087,2.5811937852700386,6.0188252169254755,2.4525010508617067,7.936198113411761,3.784789845638419
PNG,8.513073678987844,6.758333058586925,7.504353663590876,,4.475409836065573,8.66805772762472,3.94401103092183
PHL,2.5111152457344468,4.089594803995912,0.7862795260218949,3.9858662818724597,1.540983606557377,9.01,2.582153089232854
FJI,0.5446360153256711,1.1657709933731166,0.9636035962396209,,2.3406893652795286,8.92,2.8116461333964513
VUT,2.7741048540477964,5.0240677854340445,4.399417159815985,,5.238755779739385,8.71,1.5588983118723394
SEN,1.5775634664682046,4.100557185717583,4.551431303977166,7.1957083715141925,5.270281630937369,6.190086517577361,3.7627770774527822
CUB,0.0,1.3052157858296791,0.6752839097860684,0.43244874218184437,4.819672131147541,9.98,0.6942237180564226
SDN,8.02962962962963,7.020408163265306,6.193139425455364,,4.41025641025641,9.19,4.942638723166002
EGY,0.15821136194492702,2.9186475882760217,0.5155525467423517,5.591502540989926,2.6284153005464477,7.609999999999999,1.633192687167977
SSD,6.236781609195403,5.918367346938776,9.014850471135178,,,8.23,9.871000377595637
DMA,0.5931034482758619,,1.3286852224766004,,,9.93,3.453657797801894
PSE,0.9562143388737292,1.659358412185553,0.2627746527101049,1.0316373189765602,1.9060529634300125,,2.521186149768227
MNE,1.377011494252873,1.2554811908608356,0.14361517289205197,0.6613124462788244,1.3343841950399327,5.67,0.11720815143062496
SRB,0.37241379310344885,0.39965711648148755,0.47249335178462104,0.21549196480239138,1.5405632618747371,6.74,0.3858459135563382
TUN,0.09310344827586192,1.4765586363786225,0.475771910577014,1.9795937601559879,0.4787725935266919,4.005043872020144,1.164370902258489
RUS,0.12413793103448256,,0.6750489057801108,0.08044709657367893,1.0163934426229508,0.0,0.31130429708832613
COL,0.888290746712975,1.5662853186508854,1.304422713723482,2.691296908177172,2.7000840689365275,6.609999999999999,1.0753166180113212
RWA,1.4549560351718624,3.8434604859714483,5.526534986107553,6.245083914171996,0.901639344262295,9.48,3.9144832366779054
TZA,3.2380785027150694,4.61295374369457,7.034609254848976,8.894752984250701,4.770491803278689,4.998778432048461,3.7970449461264812
COD,4.874192370241737,6.651594078665392,9.2458421844552,5.91813660021035,4.1416561580496,9.25,7.280092227582594
UGA,2.284477934893465,4.161831129867133,7.366733739559288,6.15592432783658,7.786885245901639,4.590432088055579,3.7920365894152868
MWI,3.012915185093305,5.248557581352412,6.221711624766044,5.03315231596464,4.756830601092896,4.901588944994959,3.744599108701705
ZMB,2.5272637062763588,5.0032475025551415,6.536910084800669,6.446655976874037,3.3257671290458175,6.450878231213117,4.39218650097872
CMR,3.7013754513630475,4.814018660776104,5.609558331257616,5.454099221328694,4.885245901639344,6.333981801900838,6.676024132187129
TCD,6.539406405909755,4.364264284065808,8.26681845394553,9.468423980073819,9.839007986548971,9.94,10.0
CAF,9.105819482345158,7.73469387755102,9.181280327514392,6.9965224137931035,8.32051282051282,9.51,9.208270468215385
COG,3.329255216516442,3.1224489795918373,6.1272318205382055,4.575235902059384,3.917192097519966,,3.9651100216577824
NGA,6.179112572011356,6.79605024562329,5.242287576000876,4.331877142713836,6.393862967633459,7.840558397420327,10.0
BEN,4.529184238815844,6.104777290560813,7.492931876016371,7.264542337387532,4.677175283732661,9.136871217476841,7.758168788645993
COM,2.3841650817277213,4.3875243150572025,4.6297826124737655,,2.735182849936948,10.0,3.894629054610024
IND,0.6651396124479723,6.413421911575616,1.197467548109642,2.9400124821642186,3.819672131147541,6.485873998692279,2.669809947316554
