system:index,ISO3,groups,ucode,.geo
0000000000000000008c,IND,"[{combination_id=1, sum=5755.354665735349}, {combination_id=8, sum=18709.447746700178}, {combination_id=9, sum=7913.7657604890255}, {combination_id=16, sum=504627.8298005433}, {combination_id=17, sum=108521.30581136141}, {combination_id=24, sum=323017.1344892122}, {combination_id=25, sum=187548.67483267112}, {combination_id=64, sum=8005.215948136023}, {combination_id=65, sum=3378.9706325838342}, {combination_id=72, sum=12824.521076206884}, {combination_id=73, sum=9.976414009928703}, {combination_id=80, sum=28362.586570095213}, {combination_id=81, sum=3752.9588849437423}, {combination_id=88, sum=49664.9105179965}, {combination_id=89, sum=1969.1719356961548}, {combination_id=128, sum=2.6014979481697083}, {combination_id=129, sum=5.650686986744404}, {combination_id=136, sum=134.1486389786005}, {combination_id=137, sum=207.04944771155715}, {combination_id=144, sum=490.29183687400075}, {combination_id=145, sum=1051.3874519182964}, {combination_id=152, sum=136.15456551127136}, {combination_id=153, sum=471.2969501769335}, {combination_id=208, sum=21.672611888498068}, {combination_id=209, sum=0.8549319915473461}]",IND_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008d,JOR,"[{combination_id=8, sum=4746.326002808951}, {combination_id=9, sum=18.489727902879903}, {combination_id=10, sum=16.765406520460164}, {combination_id=56, sum=1586.8067187568936}, {combination_id=57, sum=22.200704835355282}, {combination_id=58, sum=3.53001171280356}, {combination_id=136, sum=3231.6591905572905}, {combination_id=184, sum=10817.59830624626}, {combination_id=185, sum=150.27061389595562}]",JOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008e,JOR,"[{combination_id=8, sum=16143.308456363338}, {combination_id=9, sum=43.64145572138768}, {combination_id=40, sum=46.973229891620576}, {combination_id=48, sum=72.2663551568985}, {combination_id=56, sum=8596.744923217837}, {combination_id=57, sum=313.09095788002014}, {combination_id=136, sum=4769.369169817544}, {combination_id=144, sum=611.060310844332}, {combination_id=160, sum=844.5329465654213}, {combination_id=168, sum=2535.75300183706}, {combination_id=169, sum=95.40758437290788}, {combination_id=176, sum=1408.2376199046455}, {combination_id=177, sum=39.431278657533376}, {combination_id=184, sum=25853.000180897885}, {combination_id=185, sum=329.9443220216781}]",JOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000008f,JOR,"[{combination_id=1, sum=31.17115357890725}, {combination_id=8, sum=80205.02876146376}, {combination_id=9, sum=11.278943054378033}, {combination_id=16, sum=19684.840421817906}, {combination_id=17, sum=23.246294904500246}, {combination_id=24, sum=249300.25294428543}, {combination_id=25, sum=0.8099459931254387}, {combination_id=32, sum=86068.583484473}, {combination_id=40, sum=845656.6968608438}, {combination_id=41, sum=393.1628210427933}, {combination_id=48, sum=26091.49584559205}, {combination_id=49, sum=79.22467666468583}, {combination_id=56, sum=1809302.1678987003}, {combination_id=57, sum=4589.954559530917}, {combination_id=72, sum=265.7806653864682}, {combination_id=104, sum=54134.093422439335}, {combination_id=105, sum=61.078768016631706}, {combination_id=120, sum=70895.97653531365}, {combination_id=121, sum=639.13996495885}, {combination_id=128, sum=24687.816381278884}, {combination_id=129, sum=56.274129297584295}, {combination_id=136, sum=9835.726847454702}, {combination_id=137, sum=22.425984002649784}, {combination_id=144, sum=22807.636766406766}, {combination_id=145, sum=2.9785999581217766}, {combination_id=152, sum=8748.766443961067}, {combination_id=160, sum=18441.46536963174}, {combination_id=161, sum=1.3892730213701725}, {combination_id=168, sum=249708.53239099402}, {combination_id=169, sum=28.01249115774408}, {combination_id=176, sum=25956.414668223922}, {combination_id=177, sum=337.3149990039147}, {combination_id=184, sum=479695.8271448521}, {combination_id=185, sum=2443.707820841774}, {combination_id=200, sum=495.55811533983797}, {combination_id=232, sum=6664.343206464779}, {combination_id=240, sum=1189.5707040670309}, {combination_id=241, sum=1.4045655389992044}, {combination_id=248, sum=4745.817332373932}, {combination_id=249, sum=149.0018001794815}]",JOR_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000090,LBN,"[{combination_id=1, sum=1030.443264157108}, {combination_id=2, sum=975.8802061134561}, {combination_id=3, sum=52.87458506273106}, {combination_id=8, sum=1364542.4659485868}, {combination_id=9, sum=1780.413834753799}, {combination_id=10, sum=82.2969012128959}, {combination_id=11, sum=2.195501820041853}, {combination_id=16, sum=3120.6385287107646}, {combination_id=17, sum=104.35230784676969}, {combination_id=18, sum=12.346327673674757}, {combination_id=19, sum=8.195334950461984}, {combination_id=24, sum=133203.04920605157}, {combination_id=25, sum=62.71482444969661}, {combination_id=56, sum=1909.507316360488}, {combination_id=57, sum=13.947138745335899}, {combination_id=64, sum=18687.9531373345}, {combination_id=65, sum=0.002867999952286482}, {combination_id=66, sum=298.18185311911657}, {combination_id=72, sum=95905.32078460611}, {combination_id=73, sum=66.90770753301331}, {combination_id=74, sum=2.875884034977792}, {combination_id=80, sum=155.88140602351405}, {combination_id=81, sum=9.491381037980318}, {combination_id=82, sum=0.07285686643593306}, {combination_id=88, sum=10995.387061431658}, {combination_id=89, sum=50.67440992531192}, {combination_id=128, sum=6906.327717253359}, {combination_id=130, sum=16.243081417402216}, {combination_id=131, sum=5.498826026916504}, {combination_id=136, sum=21231.45436910478}, {combination_id=137, sum=39.419665195280686}, {combination_id=138, sum=10.416028238730688}, {combination_id=144, sum=6203.79280459747}, {combination_id=152, sum=8088.230321876326}, {combination_id=153, sum=4.064073957502842}, {combination_id=184, sum=329.4269712186387}, {combination_id=185, sum=7.3444649474695325}, {combination_id=192, sum=7.130499006307218}, {combination_id=200, sum=175.07770594041904}, {combination_id=202, sum=0.04570399969816208}, {combination_id=208, sum=0.2169797136566879}, {combination_id=216, sum=7.322500062253312}]",LBN_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000091,LBY,"[{combination_id=168, sum=8.277991026639938}, {combination_id=184, sum=81.18432240662092}, {combination_id=248, sum=15.312947988742962}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000092,LBY,"[{combination_id=40, sum=485.42364528775215}, {combination_id=160, sum=2.2619569674134254}, {combination_id=168, sum=3321.427462495566}, {combination_id=169, sum=12.85055506525324}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000093,LBY,"[{combination_id=56, sum=1757.3293942874297}, {combination_id=57, sum=12.96597901172936}, {combination_id=160, sum=0.7415740005671978}, {combination_id=176, sum=43.27633491521359}, {combination_id=184, sum=9291.978764587579}, {combination_id=185, sum=233.01009626686573}, {combination_id=240, sum=9.652825953438878}, {combination_id=248, sum=3.1951770037412643}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000094,LBY,"[{combination_id=40, sum=24914.816224492854}, {combination_id=41, sum=13.45487692207098}, {combination_id=56, sum=5484.724745930338}, {combination_id=57, sum=7.2324680760502815}, {combination_id=104, sum=65.61650100536644}, {combination_id=120, sum=2724.5383474724367}, {combination_id=121, sum=0.1089169979095459}, {combination_id=160, sum=37.45248306635767}, {combination_id=161, sum=2.8549469858407974}, {combination_id=168, sum=61806.45769982443}, {combination_id=169, sum=132.30633552884683}, {combination_id=176, sum=859.1125150581938}, {combination_id=177, sum=6.628171990159899}, {combination_id=184, sum=39316.25510954515}, {combination_id=185, sum=223.84979549562559}, {combination_id=224, sum=22.734607920516282}, {combination_id=232, sum=4055.759676632882}, {combination_id=233, sum=3.163002982735634}, {combination_id=248, sum=7089.569379918743}, {combination_id=249, sum=36.577050149440765}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000095,LBY,"[{combination_id=1, sum=52.35319686972481}, {combination_id=2, sum=499.2423808880497}, {combination_id=3, sum=68.95540386220515}, {combination_id=8, sum=45268.82032269304}, {combination_id=9, sum=2226.7147158659063}, {combination_id=10, sum=16.15230700434277}, {combination_id=16, sum=44048.30215767702}, {combination_id=17, sum=7296.720357000353}, {combination_id=18, sum=215.13457950165173}, {combination_id=19, sum=14.179156972497115}, {combination_id=24, sum=120862.86443424017}, {combination_id=25, sum=12580.952870648354}, {combination_id=26, sum=25.87550168189348}, {combination_id=32, sum=329.01653961557895}, {combination_id=40, sum=388.2275318969041}, {combination_id=41, sum=1.9159369766712189}, {combination_id=48, sum=27170.85450310567}, {combination_id=49, sum=423.0891857938259}, {combination_id=50, sum=3162.453298222511}, {combination_id=51, sum=506.4647783404983}, {combination_id=56, sum=608550.8339150238}, {combination_id=57, sum=41881.66805062455}, {combination_id=58, sum=29.265059520108807}, {combination_id=59, sum=64.02983705757651}, {combination_id=80, sum=121.56665813713335}, {combination_id=88, sum=2547.9576986625325}, {combination_id=104, sum=13.3474849476479}, {combination_id=105, sum=3.1391850039362907}, {combination_id=112, sum=1422.962466480485}, {combination_id=113, sum=2.8833850622177124}, {combination_id=114, sum=75.84235300367662}, {combination_id=115, sum=24.0886651314795}, {combination_id=120, sum=78772.68237967254}, {combination_id=121, sum=2236.4791737743653}, {combination_id=128, sum=440.6065534943423}, {combination_id=129, sum=5.1570649445056915}, {combination_id=130, sum=430.5407359562887}, {combination_id=131, sum=77.20540193002671}, {combination_id=136, sum=9738.269295704395}, {combination_id=137, sum=272.36814242601395}, {combination_id=144, sum=422.2550947399244}, {combination_id=145, sum=22.288902579101862}, {combination_id=152, sum=10297.483628976193}, {combination_id=160, sum=4469.78113612406}, {combination_id=161, sum=6.374454015400261}, {combination_id=168, sum=12697.90478104316}, {combination_id=169, sum=54.55535505851731}, {combination_id=176, sum=105357.54194852235}, {combination_id=177, sum=1083.8242693276916}, {combination_id=178, sum=2630.5461417121337}, {combination_id=179, sum=1330.2904553517}, {combination_id=184, sum=215767.6848255135}, {combination_id=185, sum=6466.327800210653}, {combination_id=186, sum=699.0847630711272}, {combination_id=187, sum=811.9090619613416}, {combination_id=208, sum=11.604506867472082}, {combination_id=216, sum=2.2442820011638105}, {combination_id=232, sum=37.751769001362845}, {combination_id=233, sum=6.991843984578736}, {combination_id=240, sum=502.7828732295893}, {combination_id=241, sum=5.77670893073082}, {combination_id=242, sum=106.73506047949195}, {combination_id=243, sum=249.96566739981063}, {combination_id=248, sum=2714.7210934296018}, {combination_id=249, sum=1.672260013408959}, {combination_id=250, sum=10.749577034264803}, {combination_id=251, sum=25.012120022438467}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000096,LBY,"[{combination_id=160, sum=2.8423780016601086}, {combination_id=168, sum=3.016714002005756}, {combination_id=176, sum=49.69566136056434}, {combination_id=184, sum=81.71518101814914}, {combination_id=185, sum=0.25560599751770496}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000097,LBY,"[{combination_id=32, sum=4714.946262534708}, {combination_id=33, sum=240.4851051857695}, {combination_id=40, sum=57.600633944384754}, {combination_id=41, sum=1.5052320063114166}, {combination_id=48, sum=329.4110597023682}, {combination_id=49, sum=0.24222899973392487}, {combination_id=56, sum=988.8035766711349}, {combination_id=57, sum=17.026378877460957}, {combination_id=160, sum=8531.510564445663}, {combination_id=161, sum=155.81218725442886}, {combination_id=168, sum=576.2292694798826}, {combination_id=169, sum=9.01847097184509}, {combination_id=176, sum=2721.6311655895697}, {combination_id=177, sum=20.022182054352015}, {combination_id=184, sum=6764.245328152151}, {combination_id=185, sum=15.744068028405309}, {combination_id=224, sum=1.281540997326374}, {combination_id=232, sum=17.48790267662547}, {combination_id=240, sum=522.3362959503138}, {combination_id=241, sum=0.12880900129675865}, {combination_id=248, sum=11.951870005577803}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000098,LBY,"[{combination_id=1, sum=8.202296866038267}, {combination_id=2, sum=79.71493199695833}, {combination_id=3, sum=28.22080168090578}, {combination_id=8, sum=8830.31208051083}, {combination_id=9, sum=7.691525049507618}, {combination_id=10, sum=0.08065800368785858}, {combination_id=16, sum=14792.993577624056}, {combination_id=17, sum=2396.458037058454}, {combination_id=18, sum=402.3365706441449}, {combination_id=19, sum=76.99391698918771}, {combination_id=24, sum=49097.64139157026}, {combination_id=25, sum=349.1191673874855}, {combination_id=26, sum=1.0383882479943043}, {combination_id=32, sum=7.733020049348181}, {combination_id=48, sum=2146.345762712989}, {combination_id=49, sum=155.03441387880594}, {combination_id=50, sum=13.19955177680708}, {combination_id=51, sum=11.129648489670316}, {combination_id=56, sum=5245.005365562103}, {combination_id=57, sum=103.19175506895408}, {combination_id=64, sum=145.42927325473477}, {combination_id=66, sum=0.24930389792311428}, {combination_id=80, sum=21.403561023063958}, {combination_id=82, sum=0.16603800654411316}, {combination_id=83, sum=0.04906976161634221}, {combination_id=88, sum=64.20662490278482}, {combination_id=112, sum=2900.06895010849}, {combination_id=114, sum=44.12705861965523}, {combination_id=120, sum=752.6384912952781}, {combination_id=128, sum=3754.5539342892866}, {combination_id=129, sum=4.999176990240812}, {combination_id=130, sum=629.3026759863307}, {combination_id=131, sum=107.60138927688823}, {combination_id=136, sum=3536.7608711191588}, {combination_id=137, sum=23.47809186577797}, {combination_id=138, sum=5.013100954703987}, {combination_id=144, sum=4691.310069515351}, {combination_id=145, sum=319.6368044819683}, {combination_id=146, sum=516.0620623695208}, {combination_id=147, sum=65.41799127822742}, {combination_id=152, sum=39229.80313594729}, {combination_id=153, sum=374.55680163623765}, {combination_id=154, sum=25.271010023076087}, {combination_id=160, sum=108.00531902531637}, {combination_id=162, sum=1.0938870012760162}, {combination_id=163, sum=2.981671988964081}, {combination_id=176, sum=15254.785795943455}, {combination_id=177, sum=936.8551360759884}, {combination_id=178, sum=145.60607602458913}, {combination_id=179, sum=34.809932057978585}, {combination_id=184, sum=7853.012634785097}, {combination_id=185, sum=597.3753332942724}, {combination_id=186, sum=1.6126199811697006}, {combination_id=192, sum=504.54361154905104}, {combination_id=208, sum=277.63084874488413}, {combination_id=209, sum=4.433390982449055}, {combination_id=216, sum=301.9727401314303}, {combination_id=240, sum=2915.226557172401}, {combination_id=241, sum=0.8634960055351257}, {combination_id=242, sum=29.143642346692435}, {combination_id=248, sum=796.6475218916312}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000099,LBY,"[{combination_id=176, sum=0.677661712029401}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009a,LBY,"[{combination_id=48, sum=3935.9420752975275}, {combination_id=49, sum=78.78150045871735}, {combination_id=120, sum=6.2264150604605675}, {combination_id=176, sum=11345.782432045555}, {combination_id=177, sum=257.92995126452297}, {combination_id=184, sum=302.9712409968488}, {combination_id=185, sum=10.041858963668346}, {combination_id=240, sum=68.89555414544884}, {combination_id=248, sum=39.86463702842593}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009b,LBY,"[{combination_id=32, sum=230.8687392352149}, {combination_id=33, sum=0.6554159894585609}, {combination_id=48, sum=1547.9858067284804}, {combination_id=49, sum=1.5938920073676854}, {combination_id=160, sum=4082.176389137865}, {combination_id=161, sum=32.34110793680884}, {combination_id=168, sum=1.5070220009656623}, {combination_id=176, sum=19472.69617072292}, {combination_id=177, sum=213.56509752804413}, {combination_id=184, sum=30.9761149778642}, {combination_id=224, sum=434.81330808252096}, {combination_id=240, sum=1097.920080832555}, {combination_id=241, sum=5.366762998979539}, {combination_id=248, sum=0.7722799926996231}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009c,LBY,"[{combination_id=1, sum=583.6110352439258}, {combination_id=2, sum=1923.3415973986603}, {combination_id=3, sum=34.36322529613972}, {combination_id=8, sum=133201.59408219007}, {combination_id=9, sum=2678.2499539824203}, {combination_id=10, sum=93.27753655616851}, {combination_id=16, sum=23907.859788340622}, {combination_id=17, sum=19.752951875329018}, {combination_id=18, sum=62.773608127020886}, {combination_id=19, sum=7.362534428402489}, {combination_id=24, sum=95808.28165011518}, {combination_id=25, sum=59.29907115083188}, {combination_id=26, sum=10.586406691489266}, {combination_id=32, sum=20648.682579792414}, {combination_id=33, sum=21.555351868271828}, {combination_id=34, sum=40.51567225596484}, {combination_id=40, sum=14504.689972226508}, {combination_id=41, sum=190.84434530884027}, {combination_id=48, sum=1427.3701894003898}, {combination_id=49, sum=25.144860163331032}, {combination_id=56, sum=2715.179562772624}, {combination_id=57, sum=5.785948030650616}, {combination_id=64, sum=8349.490873511264}, {combination_id=72, sum=19039.62498323215}, {combination_id=80, sum=171.18933479196448}, {combination_id=88, sum=18457.476862356067}, {combination_id=89, sum=4.943833976984024}, {combination_id=96, sum=74.16242451965809}, {combination_id=104, sum=1217.1529303807765}, {combination_id=120, sum=50.64086710475385}, {combination_id=128, sum=13430.3818932385}, {combination_id=129, sum=252.1284779140251}, {combination_id=130, sum=648.2030478096211}, {combination_id=131, sum=56.39951326885425}, {combination_id=136, sum=68303.53244675655}, {combination_id=137, sum=1722.5275089605711}, {combination_id=138, sum=296.6902145734057}, {combination_id=144, sum=31687.839285977145}, {combination_id=145, sum=193.73120400123298}, {combination_id=146, sum=60.76141949197022}, {combination_id=147, sum=19.42887800373137}, {combination_id=152, sum=33746.4000031068}, {combination_id=153, sum=17.107703000307083}, {combination_id=154, sum=0.6877670288085938}, {combination_id=160, sum=17809.193188010835}, {combination_id=161, sum=641.9284520335495}, {combination_id=162, sum=63.79093979629231}, {combination_id=163, sum=7.67893585190177}, {combination_id=168, sum=13485.176364792162}, {combination_id=169, sum=171.56102453218773}, {combination_id=176, sum=9051.997768616846}, {combination_id=177, sum=402.7444333070889}, {combination_id=184, sum=11286.050551269669}, {combination_id=185, sum=65.84987998381257}, {combination_id=192, sum=677.8151121139526}, {combination_id=200, sum=254.5337690450251}, {combination_id=208, sum=4.344092712507528}, {combination_id=216, sum=48.08143820613623}, {combination_id=224, sum=9.325313102453947}, {combination_id=232, sum=961.6306973285973}, {combination_id=248, sum=313.11103769764304}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009d,LBY,[],LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009e,LBY,[],LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000009f,LBY,"[{combination_id=16, sum=570.4747274984953}, {combination_id=128, sum=944.073494197976}, {combination_id=144, sum=4548.229128878043}, {combination_id=176, sum=0.12873800471425056}]",LBY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a0,EGY,"[{combination_id=176, sum=0.2678530029952526}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a1,EGY,"[{combination_id=144, sum=0.1242994792650814}, {combination_id=176, sum=3.9140196063746204}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,EGY,"[{combination_id=176, sum=0.7240709997713566}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a3,EGY,"[{combination_id=32, sum=478.53222358849587}, {combination_id=33, sum=1.5578909607436344}, {combination_id=40, sum=1640.2336499555324}, {combination_id=41, sum=43.543600405040706}, {combination_id=48, sum=43374.393788192414}, {combination_id=49, sum=469.0764651983908}, {combination_id=56, sum=16786.91925867687}, {combination_id=57, sum=196.84845444277653}, {combination_id=112, sum=1572.1332980229608}, {combination_id=120, sum=4259.175051585094}, {combination_id=121, sum=2.051908059071593}, {combination_id=160, sum=1110.8022075303002}, {combination_id=161, sum=10.524509023937412}, {combination_id=168, sum=165.648783107976}, {combination_id=176, sum=23461.354021268457}, {combination_id=177, sum=5.668013007385753}, {combination_id=184, sum=3704.2614691030967}, {combination_id=185, sum=16.49630561048002}, {combination_id=224, sum=2.499999936844688E-5}, {combination_id=240, sum=566.6826292786191}, {combination_id=241, sum=0.08025199663586591}, {combination_id=248, sum=149.1047321333831}, {combination_id=249, sum=0.00574099983805354}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a4,EGY,"[{combination_id=1, sum=298902.12541208946}, {combination_id=2, sum=2898.565781431989}, {combination_id=3, sum=1783.0301619978118}, {combination_id=8, sum=189594.98458150303}, {combination_id=9, sum=85845.20184038571}, {combination_id=16, sum=51243.8120924339}, {combination_id=17, sum=5466.564128768898}, {combination_id=18, sum=231.14492896011706}, {combination_id=19, sum=0.2877969990206566}, {combination_id=24, sum=5847.323422268424}, {combination_id=25, sum=5658.806636152664}, {combination_id=32, sum=1858.9645157983339}, {combination_id=40, sum=29091.004772256518}, {combination_id=48, sum=1989.4862318311755}, {combination_id=56, sum=418.2745508447998}, {combination_id=64, sum=34269.41763177447}, {combination_id=65, sum=19798.568940281315}, {combination_id=66, sum=483.1096677737838}, {combination_id=67, sum=112.86245754954277}, {combination_id=72, sum=1734.0931876630161}, {combination_id=73, sum=774.3966903957819}, {combination_id=80, sum=734.0010278196371}, {combination_id=82, sum=0.8084367616620869}, {combination_id=128, sum=64911.70231582356}, {combination_id=129, sum=4472.948953729453}, {combination_id=130, sum=242.3972908795247}, {combination_id=131, sum=97.95693445678036}, {combination_id=136, sum=14800.053271185923}, {combination_id=137, sum=1300.578239425994}, {combination_id=144, sum=118985.73529195512}, {combination_id=145, sum=2387.7961080207215}, {combination_id=146, sum=5.989304771993734}, {combination_id=147, sum=0.0056409998936715056}, {combination_id=152, sum=17798.898140594527}, {combination_id=153, sum=260.5242879631837}, {combination_id=160, sum=58.1961230498232}, {combination_id=168, sum=3761.762259342259}, {combination_id=176, sum=4.4545219997214645}, {combination_id=184, sum=6.531299998965665}, {combination_id=192, sum=14758.273126969496}, {combination_id=193, sum=369.86979422010506}, {combination_id=194, sum=0.05876711904808569}, {combination_id=200, sum=6348.582378243609}, {combination_id=201, sum=1.1966330164617602}, {combination_id=208, sum=260.27435393222413}, {combination_id=209, sum=8.485672959675185}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,EGY,"[{combination_id=8, sum=131.10076257453616}, {combination_id=48, sum=47181.71176238707}, {combination_id=49, sum=32452.099193217226}, {combination_id=56, sum=198109.44032339338}, {combination_id=57, sum=113605.16408672606}, {combination_id=112, sum=1272.749812078575}, {combination_id=113, sum=27.245572798459875}, {combination_id=120, sum=180.64572170047074}, {combination_id=121, sum=40.08927340566663}, {combination_id=136, sum=31.334408864817572}, {combination_id=176, sum=79891.3739910078}, {combination_id=177, sum=20304.467553984447}, {combination_id=184, sum=84571.67074425069}, {combination_id=185, sum=10541.887812875853}, {combination_id=240, sum=472.594710761849}, {combination_id=241, sum=44.413509275642014}, {combination_id=248, sum=2786.554342035179}, {combination_id=249, sum=125.71909929660148}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a6,EGY,"[{combination_id=1, sum=1.1196553164738616}, {combination_id=2, sum=19.599123048050878}, {combination_id=8, sum=38490.37308188731}, {combination_id=9, sum=20.715710074987427}, {combination_id=10, sum=11.065028531731729}, {combination_id=16, sum=0.003745509718211514}, {combination_id=24, sum=266.8711933547386}, {combination_id=32, sum=307924.1511551923}, {combination_id=33, sum=126169.34250861141}, {combination_id=40, sum=1434955.4721517798}, {combination_id=41, sum=1222319.1104369615}, {combination_id=48, sum=205478.72950242317}, {combination_id=49, sum=8816.464826884749}, {combination_id=56, sum=4548608.767827692}, {combination_id=57, sum=8228493.172897588}, {combination_id=58, sum=7.1415846788995605}, {combination_id=88, sum=156.38214416627014}, {combination_id=104, sum=162095.48748793663}, {combination_id=105, sum=68810.27657102517}, {combination_id=112, sum=9164.275597655369}, {combination_id=113, sum=0.05897500105220388}, {combination_id=120, sum=76415.10582674867}, {combination_id=121, sum=135962.00247444233}, {combination_id=122, sum=0.0033302432364400694}, {combination_id=128, sum=1573.5582272709173}, {combination_id=130, sum=0.7350109038876789}, {combination_id=136, sum=29345.764135175552}, {combination_id=137, sum=51.91672515490404}, {combination_id=138, sum=7.171361000862909}, {combination_id=144, sum=242.5356202912376}, {combination_id=152, sum=2785.7582982091594}, {combination_id=160, sum=11436.058375071469}, {combination_id=161, sum=0.5211220044966467}, {combination_id=168, sum=155750.83845024204}, {combination_id=169, sum=4047.26888263147}, {combination_id=176, sum=115852.17349938303}, {combination_id=177, sum=6406.915165796452}, {combination_id=178, sum=0.07565912455062579}, {combination_id=184, sum=515826.5020923736}, {combination_id=185, sum=105487.59793179661}, {combination_id=186, sum=2.0266994308104698}, {combination_id=216, sum=21.287540076250707}, {combination_id=232, sum=11788.432846350013}, {combination_id=233, sum=736.1634106977017}, {combination_id=240, sum=5913.015002098522}, {combination_id=241, sum=36.71751793338444}, {combination_id=248, sum=18429.64936707289}, {combination_id=249, sum=800.8436325024184}]",EGY_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
