system:index,ISO3,groups,ucode,.geo
000000000000000003f0,MRT,"[{combination_id=4, sum=7464.570091158077}, {combination_id=5, sum=0.02438100054860115}, {combination_id=6, sum=346.31307675718494}, {combination_id=12, sum=2347.0616636519667}, {combination_id=14, sum=502.16498701096555}, {combination_id=20, sum=1557.1668295934796}, {combination_id=28, sum=2755.6729813100224}, {combination_id=30, sum=44.67570459223261}, {combination_id=132, sum=46857.80083293517}, {combination_id=133, sum=0.6351534401075447}, {combination_id=134, sum=1741.469372249412}, {combination_id=140, sum=4358.745053081414}, {combination_id=142, sum=158.41876712870948}, {combination_id=148, sum=1345.7429491877556}, {combination_id=156, sum=3858.8559057811713}, {combination_id=158, sum=44.61100101470947}, {combination_id=164, sum=2264.409004787032}, {combination_id=165, sum=56.29672401159769}, {combination_id=166, sum=0.6255819941870868}, {combination_id=172, sum=33.66058404650539}, {combination_id=173, sum=0.7656480055302382}, {combination_id=174, sum=0.2024460006505251}, {combination_id=180, sum=133.54647865472361}, {combination_id=181, sum=16.840302023338154}, {combination_id=182, sum=0.1576939933001995}, {combination_id=183, sum=0.12971599400043488}, {combination_id=188, sum=31.3975218991959}, {combination_id=189, sum=1.8175649717450142}, {combination_id=190, sum=0.19317400455474854}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f1,MRT,"[{combination_id=32, sum=4180.270791627467}, {combination_id=33, sum=1256.4818237771592}, {combination_id=40, sum=5083.394699105642}, {combination_id=41, sum=5822.432345649746}, {combination_id=48, sum=1608.4898335226756}, {combination_id=49, sum=29.93623571143139}, {combination_id=56, sum=21.954605311374454}, {combination_id=57, sum=1.6150700002908707}, {combination_id=96, sum=3588.938601868227}, {combination_id=97, sum=1192.5420607641631}, {combination_id=104, sum=3745.0391511314856}, {combination_id=105, sum=5907.537006606951}, {combination_id=112, sum=489.19167485560706}, {combination_id=113, sum=9.696027824457955}, {combination_id=120, sum=19.428662050515413}, {combination_id=160, sum=609.632387984544}, {combination_id=161, sum=2.2778733487222707}, {combination_id=168, sum=102.22768715396523}, {combination_id=169, sum=338.5639863425026}, {combination_id=176, sum=204.9159683957696}, {combination_id=224, sum=957.4337888136506}, {combination_id=225, sum=538.8949976861477}, {combination_id=232, sum=75.5101859420538}, {combination_id=233, sum=469.8173019759357}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f2,MRT,"[{combination_id=32, sum=78151.18390197842}, {combination_id=33, sum=4172.300005767598}, {combination_id=40, sum=8641.162044844143}, {combination_id=41, sum=2410.0034387795217}, {combination_id=48, sum=45330.05901042885}, {combination_id=49, sum=11166.436374807936}, {combination_id=56, sum=12731.878505625631}, {combination_id=57, sum=3847.5294265719604}, {combination_id=96, sum=17779.71006979159}, {combination_id=97, sum=751.9410051431288}, {combination_id=104, sum=3056.9940320910778}, {combination_id=105, sum=81.6179256811738}, {combination_id=112, sum=11079.87147446645}, {combination_id=113, sum=846.0104157007866}, {combination_id=120, sum=2991.933576695298}, {combination_id=121, sum=111.72501193508506}, {combination_id=160, sum=159339.52861408534}, {combination_id=161, sum=14864.900282235947}, {combination_id=164, sum=42.19424906000495}, {combination_id=168, sum=55419.486372783314}, {combination_id=169, sum=4224.94437475295}, {combination_id=176, sum=454898.2198893124}, {combination_id=177, sum=43516.88071403036}, {combination_id=180, sum=40.76013005943969}, {combination_id=181, sum=11.234064970165491}, {combination_id=184, sum=112657.14479020073}, {combination_id=185, sum=16877.518154695957}, {combination_id=224, sum=11232.259634993332}, {combination_id=225, sum=443.3442245710057}, {combination_id=232, sum=502.40431874245405}, {combination_id=233, sum=13.333677344732717}, {combination_id=240, sum=14632.194215417505}, {combination_id=241, sum=1474.6913988809101}, {combination_id=248, sum=1962.9611759330967}, {combination_id=249, sum=116.83572302225467}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f3,MRT,"[{combination_id=32, sum=985.3915921486914}, {combination_id=33, sum=1280.3679033257067}, {combination_id=56, sum=62.60986402275739}, {combination_id=60, sum=498.30281455116346}, {combination_id=160, sum=20051.023328844512}, {combination_id=161, sum=1679.2858273076126}, {combination_id=164, sum=605.1965970634192}, {combination_id=165, sum=5.736549987457693}, {combination_id=168, sum=1144.1687062696437}, {combination_id=169, sum=127.98096482967958}, {combination_id=172, sum=182.62652980256826}, {combination_id=173, sum=5.348162001348101}, {combination_id=176, sum=3508.3726816103444}, {combination_id=177, sum=189.96067141881213}, {combination_id=180, sum=25.055938003235497}, {combination_id=181, sum=3.200050989165902}, {combination_id=184, sum=2285.3660986747127}, {combination_id=185, sum=71.96203398914076}, {combination_id=188, sum=25175.398507935228}, {combination_id=189, sum=49.0744930470828}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f4,MRT,"[{combination_id=172, sum=1517.8429524257688}, {combination_id=173, sum=3.204625967890024}, {combination_id=188, sum=225.05559568665922}, {combination_id=189, sum=26.947688015177846}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f5,MRT,"[{combination_id=32, sum=5702.231721542257}, {combination_id=33, sum=1071.282351763919}, {combination_id=40, sum=1566.470934490706}, {combination_id=41, sum=161.27888941953287}, {combination_id=48, sum=38297.22617289918}, {combination_id=49, sum=2588.9970286562566}, {combination_id=56, sum=6598.041213046406}, {combination_id=57, sum=441.19220495875925}, {combination_id=96, sum=1799.0456212135105}, {combination_id=97, sum=310.3278277143836}, {combination_id=104, sum=298.8361679138616}, {combination_id=105, sum=4.520417910069227}, {combination_id=112, sum=9867.399137795293}, {combination_id=113, sum=483.0061994653706}, {combination_id=120, sum=1812.0354467872016}, {combination_id=121, sum=147.16135317690524}, {combination_id=160, sum=73276.08352765096}, {combination_id=161, sum=9402.143998822197}, {combination_id=168, sum=92006.73529837513}, {combination_id=169, sum=1989.583721145289}, {combination_id=176, sum=98373.71721026029}, {combination_id=177, sum=3835.285398542468}, {combination_id=184, sum=83145.29929112812}, {combination_id=185, sum=2599.9411455087966}, {combination_id=224, sum=5103.684355935082}, {combination_id=225, sum=118.01920811459422}, {combination_id=232, sum=4260.233548331074}, {combination_id=233, sum=33.883974976837635}, {combination_id=240, sum=19708.29779706659}, {combination_id=241, sum=251.65332867670804}, {combination_id=248, sum=5451.155460906215}, {combination_id=249, sum=324.4314780328423}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f6,MRT,"[{combination_id=56, sum=0.8784539923071861}, {combination_id=160, sum=55.158242136240005}, {combination_id=161, sum=6.577222011983395}, {combination_id=168, sum=893.7634489822667}, {combination_id=169, sum=99.86119189858437}, {combination_id=172, sum=0.8493770034983754}, {combination_id=176, sum=2.607296008616686}, {combination_id=184, sum=901.4237042059949}, {combination_id=185, sum=33.449929896276444}, {combination_id=188, sum=13.809062010608613}, {combination_id=189, sum=0.12531399726867676}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f7,MRT,"[{combination_id=56, sum=0.8515439927577972}, {combination_id=180, sum=68.36747607369543}, {combination_id=181, sum=4.527520015835762}, {combination_id=184, sum=116.24023980446634}, {combination_id=185, sum=0.12581300735473633}, {combination_id=188, sum=215.238622379833}, {combination_id=189, sum=16.823900947347283}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f8,MRT,"[{combination_id=184, sum=0.12725600600242615}, {combination_id=185, sum=0.033066000789403915}]",MRT_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003f9,IRL,"[{combination_id=4, sum=0.005266792055073322}, {combination_id=6, sum=0.01886962347335237}, {combination_id=12, sum=4855.683257484188}, {combination_id=14, sum=92.50280745419869}, {combination_id=20, sum=0.16857900063041598}, {combination_id=28, sum=51.74754210328957}, {combination_id=76, sum=189.36965809265863}, {combination_id=78, sum=0.33713499968871474}]",IRL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fa,IRL,"[{combination_id=4, sum=7.647279023657572}, {combination_id=5, sum=0.04407399892807007}, {combination_id=6, sum=1.9515459077428186}, {combination_id=7, sum=0.2111810911780077}, {combination_id=12, sum=1006074.6306909086}, {combination_id=13, sum=22256.377554185165}, {combination_id=14, sum=7606.63673398328}, {combination_id=15, sum=2633.5887058469893}, {combination_id=20, sum=0.031245231180104846}, {combination_id=22, sum=0.1874527946320264}, {combination_id=28, sum=92342.77625179256}, {combination_id=29, sum=2485.492514486124}, {combination_id=30, sum=463.08637620689757}, {combination_id=31, sum=83.76440111739706}, {combination_id=76, sum=13106.95861839877}, {combination_id=77, sum=226.1961365735374}, {combination_id=78, sum=6.928109861453242}, {combination_id=92, sum=1289.8657709069528}, {combination_id=93, sum=11.020269953882234}, {combination_id=94, sum=2.3160172628332387}, {combination_id=140, sum=38.120666122063994}, {combination_id=142, sum=2.192254035729988}]",IRL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fb,IRL,"[{combination_id=4, sum=0.038635000586509705}, {combination_id=6, sum=0.06165900034829974}, {combination_id=12, sum=12806.109330618003}, {combination_id=13, sum=6.247291513290439}, {combination_id=14, sum=112.97825334237608}, {combination_id=15, sum=0.15708358717383816}, {combination_id=28, sum=1054.7232325158052}, {combination_id=30, sum=0.08378099894616753}, {combination_id=68, sum=0.005759000079706311}, {combination_id=70, sum=0.0020089999306946993}, {combination_id=76, sum=1340.632811581875}, {combination_id=78, sum=6.458146579892776}, {combination_id=92, sum=8.410804003804515}]",IRL_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003fe,AFG,"[{combination_id=160, sum=9405.79390899742}, {combination_id=161, sum=42.70888066291809}, {combination_id=176, sum=1258.356395741713}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003ff,AFG,"[{combination_id=1, sum=23.019095361232758}, {combination_id=8, sum=23914.02522867918}, {combination_id=9, sum=202.28094999492168}, {combination_id=16, sum=2592.332145743072}, {combination_id=17, sum=138.5922846905887}, {combination_id=24, sum=133576.0528574586}, {combination_id=25, sum=2368.6479382626712}, {combination_id=32, sum=150291.18375387788}, {combination_id=33, sum=36754.92272602022}, {combination_id=40, sum=878459.3297885433}, {combination_id=41, sum=247974.17326712236}, {combination_id=48, sum=13713.390521954745}, {combination_id=49, sum=359.7805390805006}, {combination_id=56, sum=118706.99240959436}, {combination_id=57, sum=9956.055649921298}, {combination_id=88, sum=153.5544705875218}, {combination_id=96, sum=1864.84313031286}, {combination_id=97, sum=713.8460615687072}, {combination_id=104, sum=5820.9329313747585}, {combination_id=105, sum=7323.768179476261}, {combination_id=128, sum=14167.987229254097}, {combination_id=129, sum=144.79222679138184}, {combination_id=136, sum=62786.30912858993}, {combination_id=137, sum=560.8640128970146}, {combination_id=144, sum=93349.06751481816}, {combination_id=145, sum=3094.5525616668165}, {combination_id=152, sum=306822.6855138466}, {combination_id=153, sum=6633.189930476248}, {combination_id=160, sum=560715.6334715867}, {combination_id=161, sum=119741.6673092782}, {combination_id=168, sum=213906.93788640574}, {combination_id=169, sum=32921.157799693385}, {combination_id=176, sum=82680.72662754245}, {combination_id=177, sum=1253.9047031328082}, {combination_id=184, sum=74689.12066822706}, {combination_id=185, sum=3852.4830516912043}, {combination_id=216, sum=37.47394421696663}, {combination_id=224, sum=17337.517053112388}, {combination_id=225, sum=1829.5203842408955}, {combination_id=232, sum=1757.7740559503436}, {combination_id=233, sum=2972.8731501455986}, {combination_id=240, sum=74.761893928051}, {combination_id=241, sum=3654.4458056153617}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000400,AFG,"[{combination_id=1, sum=244.8883431367576}, {combination_id=8, sum=125051.75993741304}, {combination_id=9, sum=4303.7374721206725}, {combination_id=16, sum=720.3110101632774}, {combination_id=17, sum=47.71007266640663}, {combination_id=24, sum=23824.43233267963}, {combination_id=25, sum=316.9373057745397}, {combination_id=32, sum=139.80905343592167}, {combination_id=33, sum=42.18990726137862}, {combination_id=40, sum=63633.2872800082}, {combination_id=41, sum=17212.38659532793}, {combination_id=48, sum=1802.9106836803257}, {combination_id=49, sum=554.2679606825113}, {combination_id=56, sum=73379.01194513925}, {combination_id=57, sum=8352.343314826154}, {combination_id=72, sum=436.2170948199928}, {combination_id=80, sum=106.43995068594813}, {combination_id=96, sum=28.974554128944874}, {combination_id=97, sum=6.889326095581055}, {combination_id=104, sum=1.32294519841671}, {combination_id=105, sum=68.37186494793963}, {combination_id=112, sum=89.73111394420266}, {combination_id=120, sum=875.0522375533686}, {combination_id=121, sum=368.3692992811547}, {combination_id=128, sum=3808.8600645959377}, {combination_id=129, sum=632.7438422515988}, {combination_id=136, sum=150924.97241425514}, {combination_id=137, sum=11387.56379365176}, {combination_id=144, sum=1917.1358180642128}, {combination_id=145, sum=13.843842074275017}, {combination_id=152, sum=49685.474309865385}, {combination_id=153, sum=2153.6788170337677}, {combination_id=160, sum=4894.150887591406}, {combination_id=161, sum=132.8133632838726}, {combination_id=168, sum=42271.9934123531}, {combination_id=169, sum=11089.686376872542}, {combination_id=176, sum=11590.965982163376}, {combination_id=177, sum=1926.5152983827772}, {combination_id=184, sum=57596.75482374663}, {combination_id=185, sum=9031.457394959354}, {combination_id=200, sum=141.79109362885356}, {combination_id=208, sum=418.8246233984828}, {combination_id=224, sum=1020.5820877738297}, {combination_id=232, sum=13.195855975151062}, {combination_id=233, sum=7.2286280610982105}, {combination_id=240, sum=1000.1464071564523}, {combination_id=241, sum=1626.3972682580352}, {combination_id=248, sum=8948.32492455095}, {combination_id=249, sum=806.691094016459}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000401,AFG,"[{combination_id=160, sum=1341.2143266167857}, {combination_id=161, sum=527.0711607299745}, {combination_id=176, sum=220.63381964340806}, {combination_id=177, sum=1284.0593259896718}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000402,AFG,"[{combination_id=1, sum=16635.456086408347}, {combination_id=8, sum=1009135.4725549222}, {combination_id=9, sum=99749.52360054679}, {combination_id=16, sum=231493.70515022427}, {combination_id=17, sum=2158.279791649431}, {combination_id=24, sum=1322181.7838295475}, {combination_id=25, sum=51412.88838844374}, {combination_id=32, sum=8323.452220071107}, {combination_id=33, sum=230.00405084341764}, {combination_id=40, sum=51582.83611453045}, {combination_id=41, sum=7264.55918071419}, {combination_id=48, sum=38749.073959194124}, {combination_id=49, sum=2622.913037199527}, {combination_id=56, sum=356590.610396456}, {combination_id=57, sum=36415.08590567857}, {combination_id=64, sum=217.00299223698676}, {combination_id=72, sum=21615.103963772766}, {combination_id=73, sum=1046.1993380580097}, {combination_id=80, sum=201.69959607720375}, {combination_id=88, sum=23444.5803046003}, {combination_id=89, sum=96.97878615558147}, {combination_id=128, sum=1194144.9744946347}, {combination_id=129, sum=105019.43961465744}, {combination_id=136, sum=1097337.0934096393}, {combination_id=137, sum=141408.4831896592}, {combination_id=144, sum=711964.7264150362}, {combination_id=145, sum=13820.032495785505}, {combination_id=152, sum=1532937.9969415364}, {combination_id=153, sum=60466.43733432144}, {combination_id=160, sum=85369.45954301851}, {combination_id=161, sum=3201.5568455047905}, {combination_id=168, sum=54832.40183992469}, {combination_id=169, sum=3580.6432670392096}, {combination_id=176, sum=478869.1670382325}, {combination_id=177, sum=28210.19893123582}, {combination_id=184, sum=230858.1449296102}, {combination_id=185, sum=15437.155349906534}, {combination_id=192, sum=11187.560507632792}, {combination_id=193, sum=23.424239978194237}, {combination_id=200, sum=3723.4479230456054}, {combination_id=208, sum=2891.591453615576}, {combination_id=209, sum=3.7739099115133286}, {combination_id=216, sum=6193.513116423041}, {combination_id=217, sum=8.177662018686533}, {combination_id=224, sum=8.926053002476692}, {combination_id=240, sum=113.10169693827629}, {combination_id=248, sum=386.5289637744427}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000403,AFG,"[{combination_id=1, sum=201.40163723006845}, {combination_id=8, sum=476023.29618254304}, {combination_id=9, sum=35683.086517453194}, {combination_id=16, sum=18466.810255110264}, {combination_id=17, sum=104.29699499160051}, {combination_id=24, sum=411759.4467350086}, {combination_id=25, sum=6684.812362201968}, {combination_id=32, sum=531.7801388502121}, {combination_id=33, sum=636.9809301774949}, {combination_id=40, sum=385420.6264774166}, {combination_id=41, sum=61047.43154642673}, {combination_id=48, sum=25528.800318792462}, {combination_id=49, sum=255.9590239301324}, {combination_id=56, sum=1899445.5431226338}, {combination_id=57, sum=184048.590333276}, {combination_id=72, sum=227.73662259802222}, {combination_id=80, sum=0.9845709800720215}, {combination_id=88, sum=235.15212913230062}, {combination_id=96, sum=113.41952769458294}, {combination_id=104, sum=415.1782409399748}, {combination_id=105, sum=2811.971122345887}, {combination_id=112, sum=0.5355650037527084}, {combination_id=120, sum=29364.85311062426}, {combination_id=121, sum=4109.438956379226}, {combination_id=128, sum=27577.710352715105}, {combination_id=129, sum=1321.7142719738185}, {combination_id=136, sum=521130.286189653}, {combination_id=137, sum=25797.49306588061}, {combination_id=144, sum=51410.40326335281}, {combination_id=145, sum=822.7057703249156}, {combination_id=152, sum=277442.9240172403}, {combination_id=153, sum=7567.138910957146}, {combination_id=160, sum=9564.281474545598}, {combination_id=161, sum=1364.4195620613173}, {combination_id=168, sum=115945.46390553564}, {combination_id=169, sum=12189.854348323728}, {combination_id=176, sum=53705.62852943316}, {combination_id=177, sum=1337.8286869656295}, {combination_id=184, sum=487473.0308977375}, {combination_id=185, sum=153749.81788691465}, {combination_id=200, sum=408.26430122181773}, {combination_id=208, sum=6.933687195181847}, {combination_id=216, sum=230.5146423690021}, {combination_id=224, sum=138.97376008704305}, {combination_id=225, sum=136.171179367821}, {combination_id=232, sum=1834.5246523590758}, {combination_id=233, sum=2025.0199968633242}, {combination_id=240, sum=1281.8950454890728}, {combination_id=241, sum=129.96471495181322}, {combination_id=248, sum=6474.358724565245}, {combination_id=249, sum=1386.8796960320763}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000404,AFG,"[{combination_id=1, sum=360.0801617447287}, {combination_id=8, sum=238566.93275982118}, {combination_id=9, sum=7369.928995407186}, {combination_id=16, sum=17839.67316311609}, {combination_id=17, sum=9.1091616936028}, {combination_id=24, sum=63455.527730598944}, {combination_id=25, sum=7146.405022032559}, {combination_id=32, sum=25570.62075375012}, {combination_id=33, sum=417.2833115523681}, {combination_id=40, sum=526182.8862431225}, {combination_id=41, sum=37643.94613814447}, {combination_id=48, sum=2224.41641687043}, {combination_id=49, sum=46.427634961903095}, {combination_id=56, sum=211593.38250925764}, {combination_id=57, sum=6363.113121225964}, {combination_id=64, sum=6620.852194834501}, {combination_id=72, sum=4039.820847306108}, {combination_id=73, sum=701.2913108700886}, {combination_id=80, sum=10.889260874425664}, {combination_id=88, sum=16.59518758502661}, {combination_id=96, sum=9.149398568389463}, {combination_id=104, sum=45100.16124577075}, {combination_id=105, sum=7308.250867589377}, {combination_id=128, sum=46205.70851753725}, {combination_id=129, sum=306.4556102603674}, {combination_id=136, sum=79543.02560471921}, {combination_id=137, sum=1106.003231242299}, {combination_id=144, sum=10710.110892919824}, {combination_id=145, sum=136.13910943083465}, {combination_id=152, sum=18851.740607935935}, {combination_id=153, sum=612.0686150137335}, {combination_id=160, sum=200630.2827997565}, {combination_id=161, sum=1850.0783889727704}, {combination_id=168, sum=183468.39118715873}, {combination_id=169, sum=8370.523572049418}, {combination_id=176, sum=28213.48559674248}, {combination_id=177, sum=50.809320725500584}, {combination_id=184, sum=33620.87832405884}, {combination_id=185, sum=597.8112397547811}, {combination_id=192, sum=10.885871082544327}, {combination_id=200, sum=427.73764206655324}, {combination_id=201, sum=24.519757747650146}, {combination_id=224, sum=788.0642822086811}, {combination_id=225, sum=9.848113797605038}, {combination_id=232, sum=10446.673163942993}, {combination_id=233, sum=221.4079718682915}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000405,AFG,"[{combination_id=1, sum=2127.1681103438723}, {combination_id=8, sum=59015.09426088833}, {combination_id=9, sum=3239.6032197420946}, {combination_id=16, sum=19866.383434359148}, {combination_id=17, sum=1822.9596015261377}, {combination_id=24, sum=421334.51587481843}, {combination_id=25, sum=15674.322690214209}, {combination_id=64, sum=626.6677042530448}, {combination_id=65, sum=64.75029975175858}, {combination_id=72, sum=2686.785587642342}, {combination_id=73, sum=371.35543759167194}, {combination_id=80, sum=6077.115400619557}, {combination_id=81, sum=93.37957452271206}, {combination_id=88, sum=8922.900573986075}, {combination_id=89, sum=872.9032399058342}, {combination_id=128, sum=9578.768668721843}, {combination_id=129, sum=650.8554458578392}, {combination_id=136, sum=16198.199464431347}, {combination_id=137, sum=749.2977670014124}, {combination_id=144, sum=10181.140368378921}, {combination_id=145, sum=1770.8117694883588}, {combination_id=152, sum=222667.4971870835}, {combination_id=153, sum=8742.414272804876}, {combination_id=192, sum=3.1238620281219482}, {combination_id=200, sum=4.835266977548599}, {combination_id=208, sum=73.94474927374691}, {combination_id=209, sum=1.0579320877060001}, {combination_id=216, sum=26.478561982512474}, {combination_id=217, sum=1.3883334762909834}]",AFG_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000406,LUX,"[{combination_id=16, sum=24607.292519003113}, {combination_id=17, sum=25.35795789974347}, {combination_id=24, sum=86206.72241235909}, {combination_id=25, sum=2840.690818689601}, {combination_id=80, sum=9624.059441152844}, {combination_id=88, sum=367.5190845849502}]",LUX_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000407,LUX,"[{combination_id=24, sum=3773.7497699931805}]",LUX_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000408,DEU,"[{combination_id=8, sum=134614.62784613462}, {combination_id=9, sum=843.4125200873677}, {combination_id=16, sum=161429.92572250243}, {combination_id=17, sum=8483.484841266692}, {combination_id=24, sum=2297788.4716538023}, {combination_id=25, sum=147833.75055224675}, {combination_id=80, sum=2910.460460699316}, {combination_id=88, sum=21148.907893532847}, {combination_id=89, sum=3560.2875517689617}, {combination_id=144, sum=5.122611999511719}]",DEU_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000409,DEU,"[{combination_id=1, sum=4557.065088603098}, {combination_id=2, sum=94426.82951745602}, {combination_id=3, sum=9058.62766681775}, {combination_id=8, sum=83686.30567821862}, {combination_id=9, sum=281.07156636198226}, {combination_id=10, sum=16957.564390530868}, {combination_id=11, sum=217.86674214641948}, {combination_id=16, sum=1258880.8147347884}, {combination_id=17, sum=45292.35584680902}, {combination_id=18, sum=27793.145857925945}, {combination_id=19, sum=19232.186579296016}, {combination_id=24, sum=3649264.0944106495}, {combination_id=25, sum=228272.95880937754}, {combination_id=26, sum=12276.119491167225}, {combination_id=27, sum=1175.5161283097273}, {combination_id=64, sum=458.580605966236}, {combination_id=66, sum=5.3486859880677}, {combination_id=80, sum=37838.7433007665}, {combination_id=81, sum=3821.168495854782}, {combination_id=82, sum=1358.3202298460592}, {combination_id=83, sum=680.2468539917163}, {combination_id=88, sum=46706.55701536661}, {combination_id=89, sum=6604.170178085482}, {combination_id=90, sum=67.49418312578837}, {combination_id=91, sum=111.03833197337372}, {combination_id=130, sum=169.08431407809258}, {combination_id=138, sum=3.5556439958672854}, {combination_id=152, sum=82.74593588573066}, {combination_id=208, sum=48.94415370072238}, {combination_id=209, sum=45.85691600879363}, {combination_id=216, sum=144.14073353664128}, {combination_id=217, sum=2.5703649520874023}]",DEU_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040a,DEU,"[{combination_id=8, sum=40.99130731783597}, {combination_id=10, sum=121.1982093725595}]",DEU_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040b,DEU,"[{combination_id=1, sum=5724.817464811251}, {combination_id=8, sum=236738.1020162241}, {combination_id=9, sum=8784.268559281842}, {combination_id=16, sum=434795.9915493824}, {combination_id=17, sum=18369.162517967372}, {combination_id=24, sum=1233653.7188636973}, {combination_id=25, sum=62506.535200377235}, {combination_id=72, sum=1.5373109958219402}, {combination_id=73, sum=1.8862839796095159}, {combination_id=80, sum=533.1866060579856}, {combination_id=81, sum=1626.9194663813505}, {combination_id=88, sum=3847.7452102718007}, {combination_id=89, sum=1874.7562402336926}, {combination_id=128, sum=8.3561290204525}, {combination_id=136, sum=0.072099000615367}, {combination_id=152, sum=1.9130729993263458}, {combination_id=153, sum=0.05697300143879147}]",DEU_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040c,DEU,"[{combination_id=1, sum=959.3676581442134}, {combination_id=2, sum=2205.659827539008}, {combination_id=3, sum=513.3675747671955}, {combination_id=8, sum=228597.71665541249}, {combination_id=9, sum=5421.334177346093}, {combination_id=10, sum=1371.4863453943533}, {combination_id=11, sum=107.93700873627301}, {combination_id=16, sum=1719757.936835046}, {combination_id=17, sum=130471.24810822336}, {combination_id=18, sum=1548.494430084233}, {combination_id=19, sum=40.7332689062946}, {combination_id=24, sum=1192041.3458310654}, {combination_id=25, sum=33511.78034099104}, {combination_id=26, sum=2403.843631962945}, {combination_id=27, sum=1.8529024377174639}, {combination_id=64, sum=3580.0782973868854}, {combination_id=65, sum=0.014309000223875046}, {combination_id=72, sum=3346.9493408656326}, {combination_id=73, sum=160.00361257939264}, {combination_id=80, sum=20671.40900501515}, {combination_id=81, sum=6462.529511126305}, {combination_id=88, sum=24177.56146399884}, {combination_id=89, sum=383.7093422336656}, {combination_id=90, sum=19.237570053867785}, {combination_id=128, sum=10.139938010923629}, {combination_id=136, sum=35.91503510463008}, {combination_id=137, sum=0.1449520014201653}, {combination_id=144, sum=41.644891108657475}, {combination_id=145, sum=1.7188849664649979}, {combination_id=152, sum=30.183490991108442}, {combination_id=153, sum=1.3173340126437552}, {combination_id=192, sum=2.669889000966009}, {combination_id=208, sum=0.9017239996638864}, {combination_id=216, sum=0.003496000062341409}, {combination_id=217, sum=2.999999992425728E-6}]",DEU_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000040d,DEU,"[{combination_id=8, sum=71.04565727009322}, {combination_id=9, sum=1.3267005092859345}, {combination_id=24, sum=263.0390677774618}, {combination_id=25, sum=1.55672286745382}]",DEU_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000413,MLI,"[{combination_id=32, sum=5011.232828300446}, {combination_id=33, sum=1089.5528821240453}, {combination_id=40, sum=8112.031883989786}, {combination_id=41, sum=14240.336784019788}, {combination_id=48, sum=77390.79143578382}, {combination_id=49, sum=2770.4259794897052}, {combination_id=56, sum=498321.995185445}, {combination_id=57, sum=89385.1523892563}, {combination_id=96, sum=3394.1424126960337}, {combination_id=97, sum=1157.9148879672857}, {combination_id=104, sum=3544.954615458846}, {combination_id=105, sum=3175.737613385726}, {combination_id=112, sum=140147.4326340239}, {combination_id=113, sum=10667.043642990811}, {combination_id=120, sum=143310.5431048102}, {combination_id=121, sum=33198.735022491404}, {combination_id=160, sum=26.841165125370026}, {combination_id=168, sum=806.5968480110168}, {combination_id=169, sum=2495.260665726165}, {combination_id=176, sum=5040.62822185643}, {combination_id=177, sum=167.3492629185319}, {combination_id=184, sum=17673.080556720495}, {combination_id=185, sum=18311.85400230204}, {combination_id=224, sum=46.348721005022526}, {combination_id=232, sum=367.30291175842285}, {combination_id=233, sum=1004.667677301373}, {combination_id=240, sum=972.6094154492021}, {combination_id=241, sum=105.93493553943493}, {combination_id=248, sum=776.4990606978536}, {combination_id=249, sum=6059.93697642887}]",MLI_V1,"{""type"":""MultiPoint"",""coordinates"":[]}"
