iso3,health,nutrition,wash,education,protection,poverty,survival
TUV,0.1907691528684996,1.468251398370246,0.6607635879007242,2.890984592183183,0.5321563682219419,10.0,1.8142682053690466
TZA,3.2527680726450274,4.616793741161785,7.034609254848976,8.894752984250701,4.770491803278689,4.998778432048461,3.6195622783590835
UGA,2.3470129289246713,4.161754018682944,7.366733739559289,6.15592432783658,7.786885245901639,4.590432088055579,4.805622728764207
UKR,0.7747126436781618,2.1742272966715257,0.5830749603665145,,0.7692307692307692,0.0,0.6713154596103438
URY,0.22241379310344822,0.7973115665149204,0.07592029804065259,4.275617499100526,,3.4400000000000004,0.6266152510847157
USA,0.21646665653957164,0.650708285862459,0.022811872740906125,0.7043758191560442,,1.7599999999999998,0.5279440443433274
UZB,0.7815383057369996,1.3792921224287973,0.9060454522505536,3.0910801134611368,2.791509037410677,4.8999999999999995,1.2249604943575787
VCT,0.03671071953010241,,0.7510432372181137,,,9.88,1.0145649481611294
VEN,3.149448073320168,2.1729205715289086,0.6078767852159732,,,,2.323310732846853
VNM,0.1165248873360678,2.4459468010936263,0.6116245458930027,1.5916754070081156,1.953131567885666,9.86,1.6217717230031465
VUT,2.8311939845055436,5.026803871416262,4.399417159815985,,5.238755779739385,8.71,1.6087560131850842
WSM,1.0150560365925696,2.4892197581691935,1.1112778617384622,0.532139643729648,1.3886086591004623,10.0,1.3775911908466025
YEM,6.765848903741961,6.854215543847737,3.939219323982266,,4.336485918453132,,3.7353935476845237
ZAF,2.6306281330700285,4.130707154398424,3.280879829823505,3.4460402245678456,1.1284153005464481,2.7000229726567837,3.4236386210458063
ZMB,2.1756595270646617,5.00767705521225,6.536910084800669,6.446655976874037,4.228247162673392,6.450878231213117,4.770656933283582
ZWE,2.503180329805729,4.2461197612046515,6.125824916107873,4.485049189415607,6.2110130306851605,7.3389171697521505,6.421012578866083
