iso3,time_period,obs_value,data_source
SMR,2022,100,World Bank
SOM,2022,48.9,World Bank
SRB,2022,100,World Bank
SSA,2022,51.50783049,World Bank
SSD,2022,8.4,World Bank
SSF,2022,51.51255967,World Bank
SST,2022,93.87417639,World Bank
STP,2022,78,World Bank
SUR,2022,99,World Bank
SVK,2022,100,World Bank
SVN,2022,100,World Bank
SWE,2022,100,World Bank
SWZ,2022,82.3,World Bank
SXM,2022,100,World Bank
SYC,2022,100,World Bank
SYR,2022,89,World Bank
TCA,2022,99.9,World Bank
TCD,2022,11.7,World Bank
TEA,2022,98.57106018,World Bank
TEC,2022,99.9954477,World Bank
TGO,2022,57.2,World Bank
THA,2022,99.9,World Bank
TJK,2022,100,World Bank
TKM,2022,100,World Bank
TLA,2022,98.54487992,World Bank
TLS,2022,99.7,World Bank
TMN,2022,96.67370424,World Bank
TON,2022,100,World Bank
TSA,2022,98.28415626,World Bank
TSS,2022,51.51255967,World Bank
TTO,2022,100,World Bank
TUN,2022,100,World Bank
TUR,2022,100,World Bank
TUV,2022,100,World Bank
TZA,2022,45.8,World Bank
UGA,2022,47.1,World Bank
UKR,2022,100,World Bank
UMC,2022,99.46580039,World Bank
URY,2022,100,World Bank
USA,2022,100,World Bank
UZB,2022,100,World Bank
VCT,2022,100,World Bank
VEN,2022,100,World Bank
VGB,2022,100,World Bank
VIR,2022,100,World Bank
VNM,2022,100,World Bank
VUT,2022,70,World Bank
WLD,2022,91.27785333,World Bank
WSM,2022,98.3,World Bank
XKX,2022,,World Bank
YEM,2022,76,World Bank
ZAF,2022,86.5,World Bank
ZMB,2022,47.8,World Bank
ZWE,2022,50.1,World Bank
